918	1146	1476	1653
972	1125	1020	980
103	114	155	154
103	136	105	107
0	0	0	0
1348	1496	1890	1869
1541	1470	1276	1344
770	728	839	917
82	85	100	106
300	319	350	386
461	478	451	569
1	4	8	3
400	292	404	702
1507	1538	1686	1620
2628	2775	2759	3000
432	522	620	592
360	303	290	413
8	3	6	11
39	29	41	92
2256	2458	1709	2055
1867	1722	1920	2535
0	0	2	4
125	146	163	291
4577	4545	4888	6221
239	264	262	339
1483	1551	1521	1756
8	10	7	11
2	6	11	9
0	1	7	3
651	468	675	1052
1023	1098	1383	1421
997	933	933	1067
1721	1914	1984	2301
12811	13294	11734	11891
480	571	517	567
2993	2976	2957	3337
12	16	20	11
9769	10518	7100	7173
520	484	539	946
13	20	22	28
1142	1056	1342	1756
3336	2456	2369	4038
1872	1897	2025	2336
0	0	0	2
1204	1319	878	1126
1929	1944	2375	2680
4273	4151	3402	3504
43	30	32	52
323	387	478	481
317	415	419	448
8	5	0	2
71	42	60	136
993	1024	947	1513
15	10	15	15
2	4	8	5
22	14	3	10
700	902	1135	1232
153	188	208	276
1616	1717	1773	1665
0	0	0	0
212	274	309	392
509	357	501	731
1	0	0	5
1303	1016	1146	1952
336	363	504	523
4453	4489	4345	6520
3	5	11	13
0	0	2	1
287	245	267	390
735	824	719	837
3	1	15	7
518	564	551	671
218	294	344	313
960	1131	1226	1272
102	82	151	196
724	764	792	1113
237	163	201	464
89	83	168	213
0	2	10	6
2	0	3	2
187	214	224	244
1398	1311	1231	1583
5	2	1	1
0	0	1	1
6	8	10	14
402	482	618	620
102	58	72	132
175	213	348	357
519	599	701	760
1550	1542	1479	1540
473	346	530	823
10	7	16	15
1922	2181	2369	2204
316	352	423	419
780	970	914	1048
497	503	433	459
29	21	70	79
203	194	257	374
39	28	110	177
665	833	854	864
4964	5159	3989	4123
1391	1472	1229	1399
69	65	45	62
84	86	135	138
2292	2319	2111	2408
7	24	31	49
2952	2057	2512	5212
153	141	178	269
734	809	1277	1592
8	8	6	14
95	72	71	91
0	0	0	0
592	653	771	832
456	323	419	890
3555	3829	4962	5201
608	597	516	639
1465	1363	1507	2388
635	512	890	1407
1	0	0	1
994	747	562	919
115	116	91	122
833	730	653	842
687	786	796	775
1256	1150	1184	1247
3469	3193	2685	2502
1	1	5	12
251	334	402	391
72	48	98	171
276	289	343	341
0	0	0	0
925	924	855	1075
1	0	1	0
290	311	300	428
289	292	270	234
1	2	0	2
1347	1393	1091	1235
0	1	0	1
316	282	279	263
804	583	556	729
496	417	451	675
431	521	685	709
41	42	58	63
510	587	551	869
0	0	0	0
237	259	390	417
131	163	201	237
2924	3072	2881	3194
55	36	39	51
0	2	12	14
1032	848	519	895
455	608	731	760
108	92	109	262
1740	1779	1978	1984
1	0	1	1
2507	2597	2636	3186
1	0	0	0
48	42	24	36
150	114	160	316
0	0	0	2
2	2	3	5
5	3	24	36
135	139	161	179
0	0	0	0
84	61	93	128
62	31	44	132
353	221	226	424
1594	1473	1505	1634
0	1	0	0
241	141	135	285
139	111	95	290
75	47	78	183
740	575	677	784
869	714	795	1093
3	4	0	1
895	915	986	1324
144	145	159	161
2	3	1	4
28	28	35	67
2268	2542	2398	3176
0	0	0	1
552	565	542	734
53	49	77	59
399	389	385	449
1089	903	1055	1699
9	8	8	2
119	146	146	196
82	124	144	145
1081	1179	1098	1189
8	7	25	55
5159	4527	4034	4103
1026	824	956	1270
420	356	499	527
475	329	302	486
156	179	113	168
109	84	96	212
724	742	663	679
603	651	597	587
287	264	205	331
1137	1040	1200	1476
0	2	0	1
2666	2248	2074	3171
586	363	370	849
23	22	31	48
1555	1223	1444	2085
169	204	259	345
596	567	693	725
2348	2604	2388	2249
5727	5552	4789	6217
9966	10380	9916	10214
1267	1340	1126	1389
1019	1125	1195	1138
8	5	6	6
45	38	84	151
0	1	4	4
151	142	163	163
2	0	1	0
355	388	336	491
736	916	1077	1080
1039	872	1627	2815
1848	2046	1692	1813
1139	1154	1129	1361
0	0	0	1
109	131	149	158
425	386	366	477
101	83	108	162
3237	3583	3615	3709
4240	3633	3341	5195
473	504	612	605
550	542	490	612
1	2	1	3
3001	2344	1491	1894
228	197	267	447
112	95	59	79
105	92	68	99
810	645	410	637
1263	1006	1165	1786
7	2	13	22
2	0	0	2
5	3	4	8
873	905	1212	1171
183	206	215	219
40	52	128	141
117	69	112	157
55	82	106	147
644	644	773	936
598	665	717	850
2378	2179	1454	1614
758	812	916	871
766	549	848	1354
1273	1025	1165	1624
0	0	0	1
150	174	174	353
986	797	1175	1860
570	559	620	601
139	80	110	185
280	281	339	426
91	79	71	87
0	0	0	1
1020	986	998	1409
1450	1703	1571	1506
818	865	838	891
1266	1168	936	1303
480	522	580	707
3422	3016	2825	4576
12	12	17	18
398	314	301	365
374	413	661	857
2394	2401	2528	2320
53	45	56	86
1233	971	665	675
212	171	240	482
971	1003	1100	1219
365	276	267	459
447	394	564	735
381	405	432	503
3061	3185	2923	2801
0	1	0	0
271	302	286	330
1	0	0	0
136	127	166	184
494	415	582	816
9	13	23	32
2051	1364	1468	2785
466	537	787	777
69	63	51	94
567	598	757	928
471	672	458	471
2481	2672	2842	2931
3	3	4	5
1715	1791	1680	2038
1141	1002	1296	1615
260	257	269	343
788	1008	1113	1022
3	6	15	19
665	696	863	1222
264	250	298	448
94	91	104	159
1513	1105	1337	2212
925	697	1047	1925
800	779	823	875
1916	2017	1938	2029
213	220	311	325
2072	2083	1795	1688
101	137	178	204
350	350	494	608
269	285	350	394
331	243	281	466
522	409	441	625
336	325	302	394
230	147	214	335
1	1	3	5
809	473	325	473
721	873	1054	1002
78	88	96	103
213	124	173	320
1275	937	1293	2134
2214	2340	2620	3039
453	527	945	1009
172	170	161	183
485	560	760	882
185	183	219	353
113	140	156	150
820	1002	1040	1034
4	2	1	6
73	42	255	500
158	149	221	261
7054	7525	7148	7038
457	331	436	644
456	361	447	741
476	843	519	881
1	2	8	6
777	774	737	1022
1768	1967	2768	3483
852	1043	1433	1728
1299	1386	1447	1520
164	147	249	492
2	1	2	0
823	812	560	744
6	4	9	6
1357	1234	1261	1411
403	408	484	482
0	0	1	0
35	16	28	53
3831	3710	2265	2215
3625	4100	3665	3707
185	241	253	271
7	4	26	30
431	566	663	723
16	20	27	22
21	23	31	48
415	327	385	571
397	451	839	957
21	26	25	52
13	14	44	41
0	2	0	1
908	761	984	1608
1033	1105	765	831
109	105	157	325
5	6	6	3
295	236	286	460
351	409	358	424
3603	2836	2285	2684
13	16	19	25
419	468	469	438
840	952	1039	1335
1467	1485	1794	1988
19	30	39	33
10	11	70	88
717	942	916	835
1	0	2	1
0	0	0	1
560	638	735	681
631	754	1150	1189
270	296	313	298
12	5	10	14
1295	1384	1493	1831
1	0	3	4
2457	2452	2429	2942
126	124	188	270
410	389	452	498
3	3	11	2
526	340	523	1139
2987	3363	3177	3821
2498	2698	2547	2339
786	900	1031	1075
549	521	552	707
43	49	65	50
988	1162	1499	1309
69	66	55	83
179	190	154	105
303	356	464	525
1587	1635	1551	1930
10730	10059	10572	11362
74	74	67	128
220	178	201	275
422	529	576	548
1247	1227	1300	1282
75	46	48	68
450	393	247	207
193	207	200	238
7	7	19	15
413	400	430	398
1112	1143	1037	1059
30	44	45	65
376	302	441	704
20	12	12	28
219	187	251	337
677	613	812	1172
1926	2172	2322	2284
1638	1616	1550	1730
1	0	1	0
117	68	139	265
93	91	128	124
7927	6826	4225	5633
13	8	13	12
16	17	49	56
370	420	513	619
83	104	142	154
2	7	4	3
1868	1925	1868	1809
112	116	153	288
7	8	9	23
413	501	446	456
1	2	3	2
688	729	770	791
21	31	9	13
336	343	422	568
1517	1679	1781	2037
202	210	213	278
195	270	382	378
3480	3920	3479	3227
1159	1209	1287	1402
8	19	23	30
817	835	679	760
842	1015	1093	1025
438	481	471	486
1276	1383	1596	1719
328	320	374	542
6	6	27	17
3495	2236	2560	4959
459	510	478	509
0	0	0	0
181	164	144	156
3400	3663	2387	2760
1304	1083	1040	1667
654	609	626	623
462	467	654	901
461	317	347	828
178	169	254	225
319	368	365	581
647	736	699	708
543	553	569	750
510	467	554	938
303	334	432	441
1653	1613	1705	1429
931	687	623	725
1567	1543	1680	1860
379	427	382	403
2165	2304	1628	1480
39	24	41	53
125	88	242	301
811	650	723	1045
5338	4703	5147	6878
59	93	95	108
4896	3847	2785	2598
167	230	249	275
1167	1164	1174	1462
1032	1009	1153	1216
1040	1205	1373	1699
1052	1043	1254	1309
499	521	597	531
33	30	36	46
374	401	461	512
574	653	798	768
2579	2268	2524	3126
1626	1719	1733	1675
1203	1309	1102	1054
1500	1625	1586	1530
0	0	0	1
0	1	5	2
1	0	0	0
849	983	968	946
123	115	133	163
696	554	687	945
166	176	163	252
0	0	0	0
1313	1370	1202	1587
408	419	329	393
593	701	763	712
193	203	252	355
105	112	139	169
0	0	0	2
196	250	235	304
406	515	565	536
1429	1390	1372	1316
565	609	785	808
959	720	868	1331
2080	2013	2114	2297
2602	3260	5699	5313
500	547	585	822
673	648	883	942
1005	1153	1145	1108
24	15	55	63
1009	1266	1328	1248
625	422	490	820
1	3	9	11
1029	988	1065	972
1	1	1	0
93	101	139	254
810	824	862	970
161	162	185	181
481	547	637	602
107	99	146	264
149	179	208	300
1	0	1	2
325	360	412	466
2	0	2	4
632	611	561	668
0	0	3	1
911	1068	981	1074
0	0	1	3
264	336	331	386
228	191	284	397
170	109	124	206
4	1	10	10
275	272	280	326
463	414	406	594
82	75	116	106
464	591	515	468
1849	1680	1862	2492
21	23	38	64
236	192	247	435
0	1	0	1
2	2	0	1
0	0	3	2
518	677	728	634
247	233	277	386
15	12	10	19
283	251	258	312
2674	2064	2690	4079
5121	4825	4957	6370
5529	4771	5150	6530
57	109	163	145
0	0	0	0
9894	11800	13711	14251
4783	5206	5226	5261
152	123	118	165
847	844	736	716
0	0	1	0
1	4	2	2
340	314	351	423
724	891	1129	1024
