2270	2371	3132	2886
2170	2186	1806	1636
116	97	213	162
272	260	107	85
0	0	1	0
3455	3532	3169	3032
1496	1562	1765	1834
883	844	1243	1356
113	85	93	121
406	352	463	479
841	750	453	432
3	8	24	36
571	428	576	499
1179	1131	1430	1469
13065	13571	8924	9274
613	670	499	595
195	202	225	223
0	0	1	3
155	107	120	102
2129	1979	2628	2452
3291	2937	2990	2716
3	1	3	1
437	277	378	352
7377	6702	7443	6917
499	479	506	509
2277	2220	2833	2734
23	28	25	26
1	0	4	4
0	2	3	6
847	580	767	701
1463	1488	1324	1285
1069	1045	1152	1190
1909	1936	2199	2099
20099	20949	21533	22068
498	533	352	383
2195	2152	2284	2093
16	17	32	45
13080	12925	7984	7748
1385	1275	1479	1296
11	15	33	42
2768	2663	2125	2140
2077	1391	2494	2390
4024	3710	2987	2856
0	0	0	2
1999	1861	1925	1757
3453	3324	2452	2377
2976	2695	2060	1929
54	53	60	54
553	662	361	374
363	372	403	367
5	3	0	0
137	72	83	79
2175	2086	1520	1437
10	1	9	14
9	13	12	6
4	5	10	9
1716	1755	2625	2576
444	507	614	676
2603	2627	2337	2496
0	0	0	0
307	338	491	474
1165	950	1149	1066
0	0	5	1
2911	2216	2076	1899
573	568	822	837
10307	9756	10096	9409
11	11	8	8
1	0	0	0
693	627	686	695
882	905	898	795
3	1	5	3
778	684	491	541
533	576	574	591
1416	1647	1616	1572
255	265	123	117
1326	1327	1846	1748
444	333	382	359
198	170	245	246
2	8	14	13
8	6	8	16
226	204	309	289
1657	1385	1484	1423
0	0	1	0
1	0	2	4
19	30	56	54
826	882	572	579
219	191	165	118
268	316	349	431
1134	1060	1318	1223
1694	1639	1678	1463
932	695	1347	1230
10	7	19	9
2698	2663	2701	2625
394	382	340	327
1048	1036	1174	1125
695	630	545	554
246	244	91	96
768	621	802	795
14	13	121	111
1675	1806	1525	1471
5721	5689	4245	4276
1363	1313	1293	1355
60	48	40	42
26	37	66	57
2372	2454	4786	4928
57	51	79	82
4177	2573	4812	4614
163	109	213	173
2625	2573	3127	2840
14	9	14	10
124	84	179	153
0	0	1	0
762	809	719	698
929	635	1197	1074
5694	5598	3996	3899
832	688	808	746
3963	3258	6864	6023
1471	1099	2086	1829
0	1	1	1
639	473	635	612
159	162	155	172
467	370	429	443
1036	1191	1058	1089
814	716	826	830
2061	1940	1626	1568
0	0	9	10
595	543	452	411
142	117	107	105
320	396	493	511
0	0	1	0
1104	976	954	901
3	1	0	2
518	559	333	350
406	426	187	178
1	1	4	3
861	966	1065	1146
2	2	0	2
478	434	377	404
737	677	592	537
868	812	1133	1018
918	912	992	831
109	104	119	106
788	746	775	694
0	0	0	2
386	384	627	593
325	362	249	287
6421	6396	4357	4413
41	51	62	75
3	8	16	15
1150	896	729	680
612	628	566	527
269	191	310	291
2311	2226	2487	2415
0	1	4	1
3398	3305	3574	3154
0	1	1	3
62	56	32	41
369	262	410	435
0	0	1	0
2	0	7	3
5	2	5	3
228	193	239	195
0	0	0	0
0	3	13	13
197	118	183	179
135	89	157	179
1054	877	797	631
0	1	0	1
185	101	151	151
460	283	300	276
305	196	308	324
710	624	630	600
1240	1027	1173	1112
0	0	4	2
1349	1210	936	864
106	113	482	507
2	2	0	2
99	114	41	24
5003	4997	5236	4775
0	0	2	1
994	873	725	669
48	64	62	53
438	371	528	428
1913	1712	2376	2151
0	4	2	1
136	150	134	140
203	245	187	187
2094	2054	2286	2272
56	59	177	138
4906	4902	3455	3397
