	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
KRR1	4.88483439294027e-05	0.0001403590017512	10	76.3	88.5	4.88494177349406e-06	6	0.924859020134575	-0.889075378538381	-1	85.483381406478
DDX27	3.72539446082527e-05	0.0001403590017512	5	77.3	31.0	3.72545691583634e-06	1	0.797657867443793	-0.691392854340372	-1	68.6421605311543
PUM1	0.0002354782646028	0.0003017591806295	75	77.5	68.5	2.35503220830696e-05	12	0.873968675056347	0.949572221839683	1	68.7618297794201
DNAJC2	8.6836171729363e-06	0.0001403590017512	10	77.9	35.0	8.68365110546615e-07	3	0.851706848954707	0.895602749260883	1	75.7981557124587
FXR1	4.52430707755527e-05	0.0001403590017512	145	78.5	88.0	4.52439919229012e-06	2	0.630804145291168	-0.507461828231232	-1	46.5510054653411
XRCC6	4.97095799307617e-05	0.0001403590017512	135	79.0	68.5	4.97106919348223e-06	14	0.690637787006269	-0.595176204152357	-1	54.4728800284481
UTP18	0.0001330476050732	0.0002031812263521	125	80.0	77.0	1.33055571493888e-05	12	0.804476915208798	-0.638915080419551	-1	65.1039292708628
AKAP8L	0.0002284889845043	0.0002961337496537	10	80.3	82.0	2.28512481151865e-05	5	0.660067631819926	-0.684519588821138	-1	43.070557945978
TUFM	0.0009736117531004	0.0010256765527315	5	80.5	48.0	9.74038580245043e-05	4	0.848918812360549	-0.637278050143101	-1	50.2305090611669
PABPC1	3.36176684154004e-05	0.0001403590017512	55	81.9	68.5	3.3618176992662e-06	13	0.686857962094181	-0.62120593434536	-1	53.9724375020406
RBM34	4.12243751150666e-05	0.0001403590017512	30	82.1	64.0	4.12251398871306e-06	4	0.662584961852685	-0.589469895801631	-1	50.7587326752647
NUSAP1	0.0002789455552404	0.0003456117885683	40	82.5	68.0	2.7898057620782e-05	12	0.910386349398809	-0.89245142692685	-1	71.3238880687464
EIF4G2	3.30737517128248e-05	0.0001403590017512	10	82.9	64.5	3.30742439660096e-06	6	0.86393472837134	1.14621614645076	1	77.4171065925104
UTP3	4.3336130564822e-05	0.0001403590017512	120	83.0	86.5	4.33369756971132e-06	19	0.678692779159039	-0.533668308203278	-1	52.891380873313
CCAR2	0.0001128443670372	0.0001822159041502	95	83.1	89.0	1.1285009767981e-05	11	1.06585951644364	-0.87807230816967	-1	100.0
BCLAF1	6.53107636565757e-06	0.0001403590017512	5	84.2	81.5	6.53109556046829e-07	2	0.628806707637473	-0.567611226391594	-1	46.2865480449563
SUGP2	0.0005325582138345	0.0005927342831944	20	84.9	42.5	5.32685885111521e-05	1	1.04361050608136	1.16902200663989	1	78.7691531326267
KIF1C	8.85428485327905e-05	0.0001630181416912	20	85.2	68.5	8.8546376656851e-06	19	0.787055865271673	0.887404724084551	1	65.4805471873297
TAF15	3.56888937161123e-05	0.0001403590017512	120	85.4	75.5	3.56894668927784e-06	24	0.930904403092898	1.0433799473546	1	86.2837800469254
DKC1	3.29307343973985e-05	0.0001403590017512	20	85.5	39.0	3.2931222402547e-06	8	0.842719070897787	0.994775552215239	1	74.6081888589119
PUS1	6.79286105042782e-05	0.0001438917878423	95	85.7	90.0	6.79306870268699e-06	29	0.670438746792367	-0.598432383406024	-1	51.5498342405055
HNRNPU	3.48249908253218e-05	0.0001403590017512	115	86.0	110.0	3.48255365883529e-06	5	0.636806014953571	-0.571456403578331	-1	47.3456430178415
NPM1	8.71069481394544e-05	0.0001630181416912	30	86.5	79.5	8.71103627570189e-06	6	0.866524422201861	-0.75325275096708	-1	75.8245551199893
HLTF	0.0006995149998119	0.0007489372552333	50	86.6	77.0	6.99735291969089e-05	47	0.805516012568875	-0.66218784474209	-1	49.5526605904436
IGF2BP3	5.66654723281836e-05	0.0001403590017512	110	86.7	98.0	5.66669173191312e-06	15	0.777428708021747	-0.726657560911943	-1	65.9638534974359
PES1	0.000129588044407	0.0002008262965183	70	88.2	90.0	1.29595601904912e-05	18	0.717170127855088	-0.708802929746957	-1	54.1514060503872
RTF1	0.0001047136090863	0.0001775302549836	85	88.6	80.0	1.0471854363662e-05	34	0.90336163129741	-0.75289634845479	-1	79.4697178489358
SND1	0.0004365944215929	0.0005000529131035	65	88.7	84.5	4.36680221928572e-05	35	0.835283926336891	0.886661404137929	1	57.7855347194127
TFIP11	0.0003466286987639	0.0004088973272844	30	88.8	73.0	3.46682778791307e-05	25	0.632862506474694	-0.509403435838976	-1	36.7243083641217
GPKOW	9.42233639587312e-05	0.0001687454790897	75	88.8	85.5	9.42273593161975e-06	22	0.735515043768585	-0.71357560302103	-1	58.3927082811725
RAVER1	3.3639949759305e-05	0.0001403590017512	115	88.9	115.5	3.36404590109536e-06	2	0.654166370404952	-0.579800279252225	-1	49.6441251812978
PKM	0.0003171966979558	0.0003810228627884	35	89.1	101.5	3.1724198323886e-05	5	0.716670432202754	-0.675298542250598	-1	47.2381070508853
HNRNPA2B1	8.63910746766988e-05	0.0001630181416912	135	89.3	95.0	8.63944333984733e-06	17	0.75265197756589	-0.639349279165342	-1	61.0023724086487
SMNDC1	0.0006138238843332	0.0006680845591914	50	89.5	66.0	6.13993501168783e-05	16	0.680210621695036	-0.605813889486717	-1	37.2535601300076
HNRNPA1	6.3784247645227e-05	0.0001403590017512	165	90.0	83.5	6.37860785127999e-06	5	0.832991326330935	0.903041507652001	1	73.3202516712093
CELF1	5.17474943305971e-05	0.0001403590017512	55	90.6	84.0	5.17486993815171e-06	51	0.699599863749267	0.868385979601559	1	55.6594440708144
SUB1	0.0001576506839262	0.000228361652452	10	90.7	92.5	1.5766186922528e-05	8	0.66424815380766	-0.579974794574804	-1	46.1537865149013
DNAJC21	4.71229054942245e-05	0.0001403590017512	60	91.0	84.0	4.71239047797477e-06	53	0.755282793622652	-0.711316217143245	-1	63.0317712954151
PNPT1	4.08097591146101e-05	0.0001403590017512	50	91.4	81.5	4.08105085803785e-06	40	0.822868977969881	-0.586012115434894	-1	71.9800695980177
CPSF7	0.0002487283957416	0.0003140993202634	90	91.5	103.5	2.48756239744596e-05	2	1.01312169204319	1.13809193155439	1	84.9898317485214
NELFE	8.95882225714098e-05	0.0001634155541348	50	91.7	82.0	8.95918344986799e-06	35	0.614521247151995	-0.561536135175188	-1	43.0002840342191
MAGOH	3.94427916469923e-05	0.0001403590017512	10	91.8	80.0	3.94434917446969e-06	10	0.812723220012528	-0.688512912850874	-1	70.6367881332443
SNRNP200	6.11337507218729e-05	0.0001403590017512	110	92.4	94.0	6.11354325879566e-06	26	0.703394416401825	-0.694696434815241	-1	56.1618365255442
PUF60	3.51118849943999e-05	0.0001403590017512	155	92.7	97.5	3.51124397867477e-06	18	0.714264357718178	-0.676529377251513	-1	57.6009986615628
FTO	5.87971069586631e-05	0.0001403590017512	165	93.0	111.0	5.87986627115009e-06	13	0.779619152688135	0.995423699035955	1	66.2538647250189
IGF2BP2	0.0010952725849341	0.0011477058469789	180	93.4	70.0	0.0001095812789612	26	0.647214753159025	-0.628612315987307	-1	28.4266017157611
EIF4A3	1.22702352074935e-05	0.0001403590017512	25	93.5	77.0	1.22703029594224e-06	2	0.833935043036276	0.922195814761573	1	73.4451981920715
BUD13	4.6711409939985e-05	0.0001403590017512	55	94.1	76.5	4.67123918491521e-06	52	0.733750378442405	-0.66704646495103	-1	60.1809153687299
AGO1	0.0001098170297402	0.0001822159041502	45	94.9	81.5	1.09822457018751e-05	33	0.956426802696833	-0.925662687840354	-1	85.937540481548
RRP9	4.3548053508611e-05	0.0001403590017512	150	95.2	82.5	4.35489069269827e-06	39	0.712480419517798	0.878547951017631	1	57.3648082134027
MATR3	6.70984166829296e-05	0.0001436781313754	150	95.4	106.5	6.71004427579143e-06	15	0.698070400318173	-0.655501359690542	-1	55.2134490080243
UPF1	0.0001042251591379	0.0001775302549836	115	95.6	106.0	1.04230047758345e-05	42	0.674746176792647	-0.64389982108771	-1	50.0030036041368
NOL12	3.52651248773407e-05	0.0001403590017512	160	95.7	80.5	3.52656845229048e-06	20	0.765922084578911	0.943222955871721	1	64.4403957077014
SF3A3	0.0001168027512189	0.000184081135921	60	96.0	80.0	1.16808890970372e-05	48	0.648794091052669	-0.594296298994212	-1	46.30712364474
G3BP1	3.97598310913702e-05	0.0001403590017512	140	96.0	97.0	3.97605424891599e-06	32	0.706755699499723	-0.606962619282008	-1	56.606864812464
SUPT6H	0.0001166505811284	0.000184081135921	135	97.5	109.0	1.16656704891974e-05	27	0.80058700875879	0.920132533772646	1	65.7899354007319
XRN2	0.0004055504350649	0.0004672130743146	165	97.6	99.5	4.05624466100389e-05	26	0.720908136103756	-0.621679471785477	-1	45.5419570863592
NONO	3.77933307200231e-05	0.0001403590017512	95	97.7	93.0	3.77939734865393e-06	28	0.628998686708594	-0.648004158907402	-1	46.3119657544016
DDX19B	8.47324548780872e-05	0.0001630181416912	120	98.4	94.0	8.47356858664854e-06	54	0.734829490535794	-0.597779536258791	-1	58.6825121476779
SERBP1	5.82996580986709e-05	0.0001403590017512	140	98.8	101.0	5.83011876377071e-06	45	0.777369958070319	0.87955084069319	1	65.9560751016628
XPO5	4.38073996793421e-05	0.0001403590017512	80	99.1	93.0	4.38082632930228e-06	49	0.716336514575456	-0.644928658575866	-1	57.8753487801233
HNRNPUL1	0.0001143386158501	0.0001831277018087	105	100.0	107.5	1.14344499269745e-05	12	1.05834112634005	-1.11245954158316	-1	98.9550220953381
RCC2	0.0003138321107261	0.0003792940233929	55	100.0	93.0	3.13876440304575e-05	32	0.632178133751134	-0.620691660935841	-1	37.3536703791932
SAFB2	4.10242195612785e-05	0.0001403590017512	50	100.8	110.0	4.10249769249223e-06	41	0.689201656921404	0.841744389674325	1	54.2827387958155
RPS10	3.97438620088639e-05	0.0001403590017512	160	102.2	95.5	3.97445728353116e-06	27	0.749684991254317	-0.592801561357596	-1	62.2906315800328
EXOSC9	0.0004488555773606	0.000511124559191	65	102.9	93.0	4.48946265240205e-05	27	0.747480352471361	-0.591337013869618	-1	47.5810750685403
SRP68	3.68657670057786e-05	0.0001403590017512	155	103.2	85.5	3.68663786082081e-06	25	0.772216521601173	-0.598718973996972	-1	65.2737686916351
ABCF1	4.11289952619254e-05	0.0001403590017512	95	103.3	92.5	4.11297564991676e-06	42	0.655664885252151	-0.585469224858567	-1	49.8425260526168
RPS3A	2.01598728967768e-06	0.0001403590017512	185	103.7	123.0	2.01598911857215e-07	1	0.835581288233874	0.888249233838679	1	73.6631583158692
SF1	6.4835884057671e-05	0.0001403590017512	110	104.7	101.0	6.48377757966891e-06	13	0.841944002910765	-0.844633869646407	-1	74.5055711476198
XRCC5	0.0001178521592199	0.0001842609156058	130	104.7	125.0	1.17858409795647e-05	40	0.811465948525502	-0.650096542017448	-1	67.174439166368
QKI	0.0001304861215956	0.0002008262965183	190	106.7	93.5	1.30493784211519e-05	7	0.531555068453706	-0.521207262167343	-1	30.5686621531881
GRSF1	0.000188399580747	0.0002613712493462	140	106.8	109.0	1.88415555134027e-05	23	0.746734148669499	-0.661557426379002	-1	54.9709763458763
EIF2S1	8.52836214634571e-05	0.0001630181416912	90	107.6	99.0	8.52868946234921e-06	13	0.586423661737857	-0.563642395031141	-1	39.365298778781
STAU1	0.0001054367504217	0.0001775302549836	110	107.6	116.0	1.05441753364609e-05	38	0.737367877485262	-0.592028106633764	-1	58.0744428855707
STIP1	0.0001717187892909	0.0002451347934081	125	107.7	110.5	1.71732060038453e-05	8	0.990824320422583	-1.06901388699465	-1	85.9715569611933
TBRG4	9.23462097928764e-05	0.0001669009479742	125	108.2	114.0	9.23500475374407e-06	70	0.748301104102873	-0.655779332598844	-1	60.173160625985
AARS	7.88838901048941e-05	0.0001585727178639	120	108.6	118.0	7.88866904454526e-06	60	0.7043385519552	-0.633084374213865	-1	55.0042976166909
BOP1	9.82112720442753e-05	0.0001712178813515	180	110.0	104.0	9.82156127685534e-06	47	0.772705541710248	-0.473649476301164	-1	63.0466970910587
FIP1L1	0.0001398235973236	0.000211886528252	85	110.2	114.0	1.39832395890098e-05	81	0.675025644518331	-0.585224011964767	-1	48.25678070404
PPIG	5.02583045803706e-05	0.0001403590017512	180	110.7	144.5	5.02594412702826e-06	4	0.635671377748354	-0.662337232081436	-1	47.1954189406048
SRFBP1	0.0011580355217843	0.0012070528983678	80	110.8	96.0	0.0001158639435576	20	0.635737594331675	-0.603535992748826	-1	26.788625411878
SUCLG1	6.1913300824741e-05	0.0001403590017512	80	111.0	93.5	6.19150258579515e-06	34	0.814656540465098	0.962750989433544	1	70.8927565429305
UBE2L3	0.0019585352592041	0.0020200599270325	200	111.2	117.5	0.0001960263540522	12	0.64599971063773	-0.607525442132924	-1	22.8531156806567
CSTF2T	0.0003370283253952	0.0003999673500173	90	111.4	104.5	3.37079450949902e-05	54	0.657817019261789	-0.637758444688123	-1	39.8468016317204
U2AF1	4.71819017331688e-05	0.0001403590017512	130	112.0	118.0	4.71829035224373e-06	57	0.739792957948731	-0.507840655823715	-1	60.9809428367994
PRPF8	3.16952789559207e-05	0.0001403590017512	170	112.2	113.0	3.16957310308141e-06	2	0.661086859660215	-0.578852862813083	-1	50.5603864387449
GRWD1	0.0001975241674604	0.0002716473153517	130	115.6	127.5	1.97541726765704e-05	33	0.908736220222209	-0.671547945382646	-1	74.3935595603371
EIF4B	5.31953156297262e-05	0.0001403590017512	105	115.6	101.0	5.31965890563509e-06	67	0.54253584156951	-0.475698410970113	-1	34.8644289853283
HNRNPM	5.60345469128071e-05	0.0001403590017512	165	116.4	121.0	5.60359599046539e-06	14	0.736809450449196	0.850480044955582	1	60.5859314102521
PABPC4	0.0006939020132338	0.0007469874131533	170	117.8	106.5	6.94118783505974e-05	46	0.694677532696877	-0.632675367100225	-1	37.6747192606234
CSTF2	6.46795597997814e-05	0.0001403590017512	145	118.6	129.0	6.46814424273565e-06	61	0.715085215088011	-0.675097966927979	-1	57.7096788109174
DDX1	0.0001116084334108	0.0001822159041502	105	118.9	110.5	1.11614039206139e-05	67	0.736100829491934	-0.707988691523927	-1	57.6249365720255
ILF3	5.79945117967346e-05	0.0001403590017512	170	119.0	117.0	5.79960253658574e-06	51	0.7821839253258	0.942996134804721	1	66.5934363528868
PHF6	0.0002847965402557	0.0003506557401898	90	119.3	110.0	2.84833045921688e-05	77	0.796662318049271	-0.616139708388733	-1	57.6241671000693
ASCC1	4.85860060070451e-05	0.0001403590017512	130	120.3	119.5	4.85870683097243e-06	58	0.733954852210301	-0.523799289645482	-1	60.2079873552292
NAA15	0.0053660489096853	0.0054490290474639	180	120.3	130.5	0.0005379050634217	14	0.797656083862044	0.816472889607313	1	25.0835434157057
DHX30	3.20661991400942e-05	0.0001403590017512	95	121.8	127.0	3.20666618579986e-06	3	0.637681752397512	-0.570827786835426	-1	47.4615891976536
RBM22	5.45357138093224e-05	0.0001403590017512	100	122.0	113.0	5.45370522203865e-06	41	0.558439424953534	-0.554385549148241	-1	36.970036952031
APOBEC3C	6.40937238824366e-05	0.0001403590017512	175	122.1	141.5	6.40955725599282e-06	29	0.69262039702463	0.899240999836132	1	54.7353742945969
HNRNPA0	5.27188288383632e-05	0.0001403590017512	170	122.5	145.5	5.27200795538343e-06	47	0.758515270881316	-0.791262488748692	-1	63.4597459036324
SLBP	5.04135380319225e-05	0.0001403590017512	65	122.7	154.5	5.04146817546078e-06	37	0.668271968682241	-0.56370092412171	-1	51.5116829128216
BCCIP	3.98001413215786e-05	0.0001403590017512	190	122.7	127.5	3.98008541626092e-06	31	0.780109717845225	0.888862355319092	1	66.3188147352155
FMR1	0.0006122132178959	0.0006680845591914	175	122.9	134.5	6.12381945582112e-05	28	0.601251464541154	-0.588010276352373	-1	28.6380719839907
ADAR	3.95310294379619e-05	0.0001403590017512	175	125.6	153.0	3.95317326715982e-06	26	0.912870173420961	1.14130080578192	1	83.8960780584086
PARN	5.69709050661811e-05	0.0001403590017512	185	126.3	111.5	5.69723656766933e-06	30	0.852393194250863	0.937536588505715	1	75.8890266871691
SMN1	3.23837302496948e-05	0.0001403590017512	110	126.6	126.0	3.23842021770671e-06	5	0.752124898977528	-0.615519653618864	-1	62.6136713010792
LARP4	5.63854627462023e-05	0.0001403590017512	145	126.6	135.0	5.63868934914797e-06	71	0.708455591353648	-0.635056840058436	-1	56.8319276642583
GTF2F1	4.4948552650499e-05	0.0001403590017512	140	126.7	132.0	4.4949461843955e-06	43	0.683810782423323	-0.585217321267469	-1	53.5689959859997
PA2G4	0.0004644841750591	0.000525881508544	100	126.8	126.0	4.64581289125776e-05	55	0.747746377687718	-0.636064249563836	-1	47.2935334816181
RBM25	0.0002001092723408	0.0002716473153517	110	127.3	115.0	2.00127294299297e-05	84	0.586214780472975	-0.556712346585315	-1	34.8705626925511
LSM11	0.0004780662173431	0.0005381659703805	165	127.4	132.0	4.78169094781918e-05	28	0.840264758341846	0.969588158845029	1	57.4294140233979
TIAL1	3.90186244550402e-05	0.0001403590017512	160	127.7	136.0	3.90193095758452e-06	30	0.687283364851322	-0.637986502894844	-1	54.0287601189542
HNRNPK	0.0006074406477904	0.0006680845591914	130	128.5	125.0	6.07606754560613e-05	101	0.695947416623064	0.720845498967171	1	38.970652548997
TIA1	0.0054860047051933	0.0055422714201183	90	128.7	137.0	0.0005499595260411	45	0.608076397091267	-0.579031898530515	-1	10.1820930057315
UPF2	3.53650864650616e-05	0.0001403590017512	190	128.8	136.0	3.5365649287871e-06	22	0.778606174645321	0.883961797179098	1	66.1197481183686
ZRANB2	4.05174467850911e-05	0.0001403590017512	190	129.0	148.5	4.0518185552621e-06	39	0.863393885788159	0.945522145440241	1	77.3454999347919
SBDS	0.0008085389741144	0.0008563557951642	185	129.3	129.5	8.08833305718095e-05	58	0.74829014002154	-0.637526383322043	-1	41.9093100544067
CNOT7	0.0001469243080629	0.0002176247269805	125	129.5	126.0	1.46934023005522e-05	104	0.713368384804114	-0.586524718005674	-1	52.8131310853498
PRPF6	0.000101916729608	0.0001761192608139	150	132.0	141.5	1.01921404068705e-05	43	0.579335193736303	-0.539104067954047	-1	37.774280224985
DDX52	0.0036725770593489	0.0037486926460712	160	133.6	138.5	0.0003678660734556	20	0.697433284451409	0.725360097443977	1	21.1803542012892
GEMIN5	3.31045336799482e-05	0.0001403590017512	185	134.5	154.0	3.31050268498558e-06	11	0.710178988690242	-0.590789681930345	-1	57.0601026028304
DDX28	9.63915070907724e-05	0.000169545775865	160	134.6	152.0	9.63956884412253e-06	58	0.692589986600243	-0.522718253395305	-1	52.7785921777048
HNRNPL	0.0001111873492072	0.0001822159041502	115	135.2	139.0	1.11192912780975e-05	80	0.576299258535158	-0.470108077533817	-1	37.0899151362594
NUFIP2	3.44142516865416e-05	0.0001403590017512	145	135.3	150.0	3.44147846514816e-06	15	0.654900252121673	0.756882641489535	1	49.7412898989612
PCBP2	6.41399540934142e-05	0.0001403590017512	190	135.7	166.0	6.41418054387899e-06	26	0.633127997819729	-0.640812271126301	-1	46.858679671803
RBFOX2	0.0003748413987986	0.0004395461640674	135	136.8	137.0	3.74904641546404e-05	34	0.825650705793661	-0.62997402195103	-1	58.2819924391074
AATF	8.83002211946604e-05	0.0001630181416912	145	136.8	134.0	8.83037300089655e-06	102	0.629938406217166	-0.563856196917011	-1	45.0293863055879
SART3	3.9081719639826e-05	0.0001403590017512	185	137.0	159.5	3.90824069782034e-06	24	0.865551275597098	0.969301230728434	1	77.6311347542721
CPSF6	0.0001589670238832	0.0002285876182846	85	137.9	142.0	1.58978396759866e-05	82	0.624371137578072	-0.572768449476634	-1	41.1545896768891
CCAR1	0.0016217843470999	0.0016815342967299	185	139.0	161.5	0.0001622969147235	70	0.65159502253567	-0.657823638555386	-1	25.1549362450745
KHDRBS1	4.46301606223409e-05	0.0001403590017512	190	139.1	158.0	4.46310569807339e-06	39	0.639683227226769	-0.535855170267415	-1	47.7265811333625
FASTKD2	0.000226154924648	0.0002950498023553	150	140.7	145.5	2.26177943667625e-05	104	0.854490595808202	0.868660895632711	1	66.6922177901528
HNRNPAB	0.0002207041066407	0.0002898580600548	195	140.9	159.0	2.20726029341339e-05	18	0.795082669897955	0.996524185299611	1	59.6960723021955
SFPQ	3.2149105382741e-05	0.0001403590017512	175	141.5	155.0	3.21495704964508e-06	4	0.586507586094956	0.621150044499363	1	40.6862147644757
SF3B1	7.1478691355547e-05	0.0001498010872025	180	142.7	168.0	7.14809906011272e-06	22	0.825855664458369	-0.737056760809634	-1	71.5730617266044
ESF1	0.0002003974553281	0.0002716473153517	170	144.3	156.0	2.00415529235135e-05	71	0.713732565436341	0.759816674177675	1	50.4970742807814
MTPAP	0.0003015367826591	0.0003689611564213	155	146.3	160.0	3.01577706468758e-05	64	0.847512793645852	1.0394772380402	1	63.0181866896526
