	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
CNOT7	1.1265305675490399e-22	1.93127969761003e-22	130	139.3	130.5	1.12653056754904e-23	96	0.69920252017477	-0.728037633171697	-1	15.3712366069847
TAF15	1.18857061200483e-22	1.93127969761003e-22	180	140.2	150.0	1.18857061200483e-23	55	0.9788278950682	-0.941432734023343	-1	48.0154418324628
SUCLG1	9.09062889194112e-23	1.87851852186319e-22	90	141.5	153.5	9.09062889194116e-24	86	0.85410139262316	-0.858933468895792	-1	33.5097799322869
STIP1	7.582069002016981e-23	1.87851852186319e-22	150	141.7	155.5	7.58206900201701e-24	10	0.864431164147658	-0.751836807250148	-1	34.7163728435678
EWSR1	1.37910386827401e-22	2.0749354730195599e-22	185	142.1	133.0	1.37910386827402e-23	101	0.658882855729681	-0.543508385330144	-1	10.553834008999
RBFOX2	2.43399690970312e-22	3.00771117175562e-22	115	142.5	144.0	2.43399690970312e-23	58	0.734521410287414	-0.798250674685216	-1	18.7346984481408
AATF	5.35535451967864e-23	1.87851852186319e-22	100	142.6	168.5	5.35535451967864e-24	24	0.691577136297888	-0.726116643162287	-1	14.5257573788153
FASTKD2	1.0580715501513899e-22	1.8937661523040598e-22	170	143.0	160.5	1.0580715501513999e-23	97	0.816623572122795	-0.81962395387642	-1	29.1166819469038
EXOSC9	1.43060912028508e-22	2.0749354730195599e-22	125	143.3	136.0	1.43060912028508e-23	90	0.650222803195316	-0.606512184873772	-1	9.54428735344332
DNAJC2	4.64630754642518e-18	4.64630754642518e-18	170	144.1	159.0	4.64630754642521e-19	41	1.29467230234761	1.31457721788266	1	54.3917510818759
TRA2A	4.8095861333362204e-23	1.87851852186319e-22	155	145.5	153.0	4.80958613333623e-24	7	0.667572254441334	-0.637397841313102	-1	11.7218115010616
NCBP2	8.14178487475889e-23	1.87851852186319e-22	175	146.7	165.0	8.141784874758881e-24	80	0.843441854267298	-0.791265995606177	-1	32.2646678417428
KHSRP	7.41545269282266e-22	7.85400097035519e-22	175	148.1	157.5	7.41545269282266e-23	68	0.969367897807771	-0.808289802571708	-1	43.7358811431339
XPO5	9.22938081296337e-23	1.87851852186319e-22	170	148.5	161.5	9.22938081296339e-24	96	0.946600752887651	-0.949066243070921	-1	44.3143821568825
BCCIP	4.6662995262635e-23	1.87851852186319e-22	180	149.8	166.5	4.66629952626351e-24	3	0.683755595474145	-0.566932678901986	-1	13.6121441695743
CCAR1	2.79741503153069e-22	3.38092491540826e-22	120	149.9	159.0	2.7974150315306903e-23	75	0.633415525640068	-0.664820272520798	-1	6.86291493173896
ILF3	1.52212116139972e-21	1.5536677139675901e-21	130	153.0	151.0	1.52212116139973e-22	116	0.929029068701913	-0.800597601468813	-1	37.6789620934892
SUGP2	1.19602092948439e-22	1.93127969761003e-22	200	155.3	178.0	1.1960209294843901e-23	48	1.42411983787592	1.42636834148689	1	100.0
LARP7	1.34176192079962e-22	2.06132411236805e-22	160	155.8	158.5	1.34176192079962e-23	99	0.878802150490264	-0.874951189389943	-1	36.2044567611281
ILF2	4.1422305215970004e-22	4.636473936105729e-22	190	158.3	181.5	4.1422305215970004e-23	72	0.952643133499002	-0.95369617977176	-1	43.0105505412606
PPIL4	1.22144611750684e-22	1.94052326732941e-22	180	160.4	164.0	1.22144611750684e-23	124	0.896786307943631	-0.954503284379961	-1	38.4276920490533
GTF2F1	1.05922771256653e-22	1.8937661523040598e-22	190	161.3	184.5	1.05922771256654e-23	59	0.841562019538849	-0.632392990505647	-1	32.029204385611
DDX52	9.36718092097249e-22	9.8680996867999e-22	190	163.9	182.5	9.36718092097251e-23	47	0.901899843688565	1.01905533730423	1	35.5997402929343
FAM120A	2.25910149732249e-22	2.8898895777437097e-22	190	165.0	178.5	2.2591014973224902e-23	81	0.974382318168091	-1.16769755705749	-1	46.5795078865872
