	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
HNRNPUL1	3.31973324893423e-05	0.0001085552611739	165	148.6	164.5	3.31978284280674e-06	33	0.993715201776475	-1.11558405649188	-1	23.6654044974782
PPIL4	0.0005907632249775	0.0006465575295587	140	149.4	151.0	5.909203342978e-05	100	0.997190727999108	1.07935587022499	1	16.5472795249407
NPM1	0.000172759101694	0.0002315207009097	175	149.5	170.5	1.72772533732009e-05	20	0.83467674878875	-0.941436484860638	-1	15.177669630965
AGO1	6.05135910765214e-05	0.0001216446677762	175	149.7	171.5	6.05152389922958e-06	39	1.05129186110648	0.711778650071648	1	25.3185684471268
PPIG	0.003831188936419	0.0038904341261575	195	150.2	149.5	0.0003837810111722	79	0.775532004849211	-0.774001296191583	-1	4.24860819079703
SF3A3	0.0004492861803681	0.0005145894042588	125	150.7	165.5	4.49377042356141e-05	102	0.809438409561979	-0.799383383934953	-1	11.6840495659544
PES1	2.43414651930745e-05	0.0001085552611739	195	152.4	169.5	2.43417318253024e-06	14	0.65908472022221	-0.746756468895956	-1	11.2242514409342
AUH	0.0001220433228019	0.0001742212651593	190	153.7	174.5	1.22050025877773e-05	21	0.722873911416015	-0.744908553487133	-1	12.2030436073621
KHSRP	0.0013152246028172	0.0013930067029838	185	154.3	161.5	0.0001316003668928	95	1.03515728480815	-1.16664779929109	-1	14.4467761341007
ILF3	0.0007416855445353	0.0008072489075882	175	155.1	162.0	7.41933204728872e-05	105	0.860036983997846	-0.944987559859672	-1	11.6673380569869
FUBP3	0.0001843327473173	0.0002437151088692	180	155.7	158.0	1.84348039455442e-05	93	1.04178705549832	-0.945356651725327	-1	22.0210645448188
DDX52	0.001215016040214	0.0013008595647944	195	160.3	177.0	0.0001215680870654	9	0.929412169295493	-0.899020787001157	-1	11.8734858029659
CIRBP	0.0002112377965613	0.0002737753021222	190	163.8	171.0	2.11257878881084e-05	108	0.618728233132071	0.685218554622805	1	7.3926873866577
FMR1	0.0015819708133785	0.0016402539486082	160	168.9	175.0	0.0001583098127259	117	0.697135666149897	-0.711113611928916	-1	4.92901354039923
UBE2L3	0.000262614031244	0.0003274364819941	175	173.5	177.0	2.6264507116505e-05	126	0.814267864885859	-0.721723569462742	-1	13.3322837237292
