	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
DDX28	1.0269736041145801e-09	2.6556333518435603e-09	175	133.2	145.0	1.02697360458918e-10	53	0.587526256963415	-0.499397116785838	-1	29.5061104061317
TRIM56	2.09261673785151e-09	3.4456860780552e-09	125	133.2	134.0	2.0926167398220702e-10	83	0.597443625841873	-0.474495748097421	-1	29.8102773577256
HNRNPK	8.2787941379382e-10	2.6556333518435603e-09	180	134.8	169.5	8.27879414102242e-11	39	0.574459547455831	-0.523919467693486	-1	27.5555684406157
G3BP2	3.46627501824906e-08	3.59397988734244e-08	155	135.0	151.0	3.46627507231684e-09	14	0.585979438773902	-0.54407370681716	-1	17.7349838986233
SBDS	2.96654453818945e-09	4.20438326635483e-09	115	135.2	125.5	2.96654454214963e-10	65	0.640349445303188	-0.551405616600597	-1	35.1672644983541
TIAL1	4.43931464093898e-09	5.4659061516561204e-09	105	135.7	116.5	4.43931464980736e-10	98	0.607872059987016	-0.525903423837876	-1	29.2261766099306
PA2G4	2.4889370819159e-09	3.8914333741066105e-09	125	136.4	127.0	2.48893708470356e-10	102	0.546057633961149	-0.494024258943174	-1	21.7385826676218
TRA2A	4.59804251049477e-09	5.6261762395495e-09	115	136.6	153.0	4.59804252000866e-10	10	0.600092154451492	-0.46095028496683	-1	27.9761760799936
PES1	9.31643220026071e-10	2.6556333518435603e-09	175	136.7	154.0	9.316432204166509e-11	59	0.596604347035963	-0.473346955570123	-1	30.8612484876023
METAP2	7.23629152483868e-10	2.6556333518435603e-09	140	137.6	142.5	7.23629152719506e-11	19	0.62678109228326	-0.480513385638094	-1	35.3659026970938
CPSF7	1.2833686723675e-09	2.68961306868508e-09	150	137.9	152.5	1.28336867310866e-10	10	0.713710353891539	0.841963426829054	1	48.2737301643795
SRP68	2.13818920424882e-09	3.4576328109559e-09	95	138.0	136.5	2.13818920630615e-10	91	0.535913741433234	-0.513687394886063	-1	20.7324806803227
ILF2	9.68006486122895e-10	2.6556333518435603e-09	195	138.4	158.5	9.68006486544559e-11	40	0.675258167098401	0.716319855410972	1	42.6023510728316
GTF2F1	3.19516677475003e-09	4.3711656571233e-09	145	139.3	142.5	3.1951667793441203e-10	53	0.691398814955216	-0.618893827743202	-1	42.407060394764
PSIP1	1.06941700782576e-09	2.6556333518435603e-09	130	139.4	134.0	1.0694170083404001e-10	75	0.565180820365699	-0.478717541917841	-1	26.1704801316294
SUGP2	3.4815843935968e-09	4.665525142096691e-09	170	139.7	142.0	3.48158439905144e-10	61	0.661252638952309	0.677444931109518	1	37.6947643930393
RBM39	3.3090169346957802e-09	4.49569886989702e-09	175	139.8	152.5	3.30901693962308e-10	75	0.54538249728365	-0.517285501230427	-1	21.0446433538288
BCCIP	7.70148280913704e-10	2.6556333518435603e-09	180	142.3	158.0	7.70148281180611e-11	26	0.625543616480515	-0.590634248867089	-1	35.1811776534121
FAM120A	3.6259329853462802e-09	4.769334349732501e-09	135	143.6	133.5	3.6259329912626003e-10	85	0.570652783179347	-0.599162525198665	-1	24.4614269118291
PARN	2.26222576181575e-09	3.5851348298099704e-09	175	146.6	167.0	2.26222576411869e-10	18	0.726791284010121	0.835852894474508	1	48.6461029246256
FASTKD2	1.36876438885484e-09	2.7101599373364203e-09	190	147.0	158.0	1.36876438969792e-10	84	0.52732336870621	-0.524193909621127	-1	20.4382630142019
ADAR	2.65944409677329e-09	3.95177792081778e-09	195	149.1	171.0	2.65944409995598e-10	20	0.746725155560175	0.951932924970397	1	51.0268775387551
LIN28B	3.1384503180361903e-09	4.36984500726743e-09	160	149.4	160.0	3.13845032246862e-10	68	0.593582000685019	-0.550001251082635	-1	28.1752485987215
UPF2	9.40917955179171e-10	2.6556333518435603e-09	195	151.0	183.0	9.40917955577566e-11	61	0.632549312174241	0.669679040191759	1	36.2269576518361
LARP7	6.08341698727826e-09	7.176246386190521e-09	170	152.9	167.5	6.08341700393183e-10	41	0.536362380822896	-0.518494685408607	-1	17.8378685510875
