	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance
DNAJC21	4.8401817594080295e-43	1.1087359200975299e-42	45	73.3	69.0	4.840181759407981e-44	32	0.798561031024547	-0.868614769869775	-1	59.6773333515187
SAFB2	8.313593698630289e-43	1.1603998226888599e-42	70	73.3	66.5	8.31359369863028e-44	14	0.869511276349218	-0.902692390289901	-1	72.3539089135826
SLBP	6.14490964213872e-43	1.1087359200975299e-42	75	73.7	68.5	6.14490964213865e-44	28	0.636719139199924	-0.727593227943143	-1	30.5932435706907
SERBP1	5.4076046366265495e-43	1.1087359200975299e-42	140	73.9	72.5	5.407604636626521e-44	7	0.840530036266265	-0.902874713014542	-1	67.2194493185322
MAGOH	7.90832143065695e-43	1.1603998226888599e-42	60	74.0	58.0	7.90832143065691e-44	31	0.786446504373104	-0.868160929294997	-1	57.433641280541
TROVE2	7.09465938027444e-43	1.1087359200975299e-42	50	75.7	71.0	7.09465938027438e-44	11	0.64688430973426	-0.627735496151901	-1	32.4199939202135
PUM2	1.1200115384752498e-42	1.32917031975677e-42	40	76.0	74.5	1.12001153847524e-43	31	0.718631815897242	-0.775503021392945	-1	45.0710995814584
TFIP11	9.43575492545983e-43	1.1764833672883499e-42	90	76.3	70.0	9.435754925459731e-44	30	0.766380838015766	-0.68590178418157	-1	53.809780335337
PUS1	4.90970200657346e-43	1.1087359200975299e-42	90	78.3	72.0	4.909702006573411e-44	32	0.639431365194791	-0.682269897500237	-1	31.0806490468086
MTPAP	9.22467814431212e-43	1.1655178978224498e-42	45	80.0	69.5	9.224678144312021e-44	28	0.753981078991261	-0.800176595361836	-1	51.5959612628086
SFPQ	9.05540857682479e-43	1.1655178978224498e-42	35	80.7	78.0	9.05540857682469e-44	32	0.841955774030183	-0.85237387695394	-1	67.397439301295
HNRNPA0	8.45175983483394e-43	1.1603998226888599e-42	80	82.0	74.0	8.451759834833871e-44	35	0.86920597332702	-0.800064486982121	-1	72.2990697478087
NSUN2	7.14768841890287e-43	1.1087359200975299e-42	55	82.0	85.0	7.147688418902811e-44	13	0.701496300225581	-0.665141152052996	-1	42.2341404100511
RPS10	1.0686453024680898e-42	1.2915529115718599e-42	65	82.4	77.5	1.06864530246808e-43	23	0.809995946583709	-0.879912823319645	-1	61.5022955519593
SUPV3L1	6.92688583633537e-43	1.1087359200975299e-42	25	83.0	78.0	6.92688583633532e-44	22	0.693044129047056	-0.67324008821455	-1	40.7152277068709
EIF2S2	7.357811506441059e-43	1.11499143597607e-42	40	83.4	75.5	7.357811506441021e-44	26	0.674834450146919	-0.651740458145417	-1	37.4357616954162
CNOT7	5.443241770269799e-43	1.1087359200975299e-42	90	83.7	87.0	5.44324177026981e-44	20	0.700616701185604	-0.67836974662956	-1	42.0760704742551
AUH	4.31322992005405e-43	1.1087359200975299e-42	125	83.7	81.5	4.3132299200540504e-44	13	0.732582957953417	-0.671684353579057	-1	47.820624441775
SSRP1	5.78711023147129e-43	1.1087359200975299e-42	100	84.3	92.5	5.78711023147126e-44	38	0.757304297890439	-0.854132187721847	-1	52.2632175313926
DDX6	4.63622231250047e-43	1.1087359200975299e-42	105	84.8	81.0	4.63622231250047e-44	23	0.628151711734792	-0.614850379982852	-1	29.0536185281422
EFTUD2	6.67106796144141e-43	1.1087359200975299e-42	65	84.9	68.0	6.67106796144142e-44	9	0.590241125816876	-0.644064192962485	-1	22.2408281433433
UPF1	1.95262084345863e-42	2.10200167301284e-42	20	86.0	59.0	1.95262084345863e-43	20	0.611455023988105	-0.649409511981139	-1	25.325525454545
U2AF1	4.70853590640653e-43	1.1087359200975299e-42	115	87.1	89.0	4.708535906406511e-44	24	0.750230216962275	-0.83012310410834	-1	50.9919570282437
AKAP8	2.2774400059900797e-42	2.4121273181722897e-42	80	87.3	77.5	2.2774400059900798e-43	32	0.732426234853183	-0.759101085626423	-1	46.7334272776163
BCLAF1	5.3641635579208e-42	5.5038553172416596e-42	60	87.3	83.5	5.364163557920739e-43	22	0.671408855962004	-0.624909028523149	-1	34.8260942071749
FKBP4	5.160004869027269e-43	1.1087359200975299e-42	145	87.4	94.5	5.16000486902727e-44	21	0.84194438938409	-0.980165638410402	-1	67.4736182027244
ILF3	4.51812673548153e-43	1.1087359200975299e-42	20	88.4	98.5	4.518126735481531e-44	17	0.660451796265096	-0.708027129741114	-1	34.8581636172819
RBM15	8.74025320075288e-43	1.1603998226888599e-42	150	89.0	87.0	8.74025320075284e-44	38	0.610592294403162	-0.69336577026553	-1	25.8463412166448
FIP1L1	8.748395822612839e-43	1.1603998226888599e-42	35	89.6	92.5	8.748395822612821e-44	31	0.707811263421734	-0.717602841634825	-1	43.3090152511029
RRP9	4.78839148516135e-43	1.1087359200975299e-42	120	89.8	100.5	4.788391485161321e-44	36	0.835597414713096	-0.99812332537684	-1	66.3330236441297
DDX3X	6.1571708971132894e-43	1.1087359200975299e-42	105	90.0	98.0	6.1571708971133e-44	30	0.690643583741759	-0.698930501850509	-1	40.2838333725915
SLTM	6.1781933683421695e-43	1.1087359200975299e-42	60	90.8	94.0	6.17819336834212e-44	57	0.752167232996612	-0.77351588170668	-1	51.3400519968233
SF3B1	4.76360804244632e-43	1.1087359200975299e-42	35	91.6	90.5	4.76360804244627e-44	26	0.809295038327821	-0.914955566716618	-1	61.6063075410615
