NGenes	PropDown	PropUp	Direction	p.value	p.adj	PValue.Mixed	FDR.Mixed	avg.logfc	avg.logfc.dir	direction	significance
AKAP1	195	0.282051282051282	0.420512820512821	Up	0.013	0.0600609756097561	0.001	0.00140714285714286	0.893410697360701	0.936119074753448	1	45.8388858439601
RCC2	190	0.515789473684211	0.236842105263158	Down	0.013	0.0600609756097561	0.002	0.0023452380952381	0.889128585701957	-0.916194997108407	-1	45.6181469326335
HNRNPA1	183	0.245901639344262	0.426229508196721	Up	0.014	0.0604431818181818	0.001	0.00140714285714286	1.31424584083946	1.4369875969847	1	67.3797410166895
FUS	189	0.417989417989418	0.301587301587302	Down	0.014	0.0604431818181818	0.002	0.0023452380952381	0.870095902189433	-0.868060444008204	-1	44.5358626290147
CCAR2	178	0.382022471910112	0.230337078651685	Down	0.014	0.0604431818181818	0.003	0.00321895424836601	0.930973663279008	-0.864165695204635	-1	47.6669768087691
BOP1	190	0.394736842105263	0.310526315789474	Down	0.015	0.0634777777777778	0.001	0.00140714285714286	0.879784293580454	-0.691503477403684	-1	44.2442244709456
STAU1	194	0.422680412371134	0.309278350515464	Down	0.016	0.064968085106383	0.001	0.00140714285714286	0.848436372676372	-0.853892238506146	-1	42.2991743013403
HNRNPA2B1	193	0.398963730569948	0.316062176165803	Down	0.016	0.064968085106383	0.003	0.00321895424836601	0.750307983603131	-0.709709063391638	-1	37.3820023314888
DDX6	187	0.470588235294118	0.288770053475936	Down	0.017	0.06501	0.003	0.00321895424836601	0.855716594779279	-0.93423718307009	-1	42.6538672844559
PABPC1	180	0.4	0.294444444444444	Down	0.017	0.06501	0.002	0.0023452380952381	0.814753981035849	-0.683365502511038	-1	40.6017323178137
AKAP8L	194	0.520618556701031	0.262886597938144	Down	0.017	0.06501	0.001	0.00140714285714286	0.808310226710366	-0.86225659063412	-1	40.2789146956131
DDX1	181	0.403314917127072	0.243093922651934	Down	0.019	0.0650803571428571	0.003	0.00321895424836601	0.785470186314647	-0.774779099325001	-1	39.1191071334075
AGO1	182	0.373626373626374	0.230769230769231	Down	0.019	0.0650803571428571	0.001	0.00140714285714286	1.01113077736473	-0.987609231584135	-1	50.4197220483298
RBM15	194	0.469072164948454	0.262886597938144	Down	0.018	0.0650803571428571	0.003	0.00321895424836601	0.773443721878444	-0.736656219129043	-1	38.5168467088065
BCLAF1	192	0.473958333333333	0.265625	Down	0.018	0.0650803571428571	0.002	0.0023452380952381	0.816539046850844	-0.832184421591344	-1	40.6749713059296
UCHL5	197	0.467005076142132	0.289340101522843	Down	0.019	0.0650803571428571	0.002	0.0023452380952381	0.624343154859724	-0.668290234155889	-1	31.0501991934625
NSUN2	196	0.48469387755102	0.25	Down	0.019	0.0650803571428571	0.002	0.0023452380952381	0.75454219061458	-0.779021891880302	-1	37.5702971800591
TROVE2	195	0.487179487179487	0.241025641025641	Down	0.02	0.0662327586206897	0.002	0.0023452380952381	0.696614156475948	-0.698054286673464	-1	34.4452647843185
AATF	193	0.367875647668394	0.253886010362694	Down	0.02	0.0662327586206897	0.002	0.0023452380952381	0.691577136297888	-0.726116643162287	-1	34.1946417713842
SRSF1	194	0.489690721649485	0.242268041237113	Down	0.021	0.0673083333333333	0.002	0.0023452380952381	0.762762718189794	-0.787775548330595	-1	37.5113503114812
FTO	192	0.416666666666667	0.296875	Down	0.021	0.0673083333333333	0.003	0.00321895424836601	0.780755237545229	-0.631043567482374	-1	38.4012772758286
TBRG4	190	0.415789473684211	0.289473684210526	Down	0.022	0.0694344262295082	0.001	0.00140714285714286	0.886563352932459	-0.908700800260348	-1	43.1292905719326
UTP18	191	0.366492146596859	0.293193717277487	Down	0.024	0.0712230769230769	0.002	0.0023452380952381	0.747104842269545	-0.640734541688847	-1	35.962743919143
SLTM	186	0.408602150537634	0.279569892473118	Down	0.024	0.0712230769230769	0.001	0.00140714285714286	0.845131142620367	-0.729806884946062	-1	40.7096418659933
UBE2L3	194	0.463917525773196	0.201030927835052	Down	0.024	0.0712230769230769	0.008	0.008	0.784769325429826	-0.769957516381404	-1	37.7866366616301
XRN2	193	0.538860103626943	0.181347150259067	Down	0.024	0.0712230769230769	0.007	0.007	0.718537556195763	-0.706151325583953	-1	34.5793805653756
KHDRBS1	192	0.416666666666667	0.291666666666667	Down	0.025	0.0720373134328358	0.001	0.00140714285714286	0.692804229124388	-0.715432334746295	-1	33.1889017818795
PCBP2	197	0.441624365482233	0.33502538071066	Down	0.025	0.0720373134328358	0.002	0.0023452380952381	0.777118694244652	-0.803459413165611	-1	37.2542403636685
UPF1	186	0.505376344086022	0.241935483870968	Down	0.026	0.0728043478260869	0.006	0.006	0.813977446705295	-0.802626870264367	-1	38.8734159949053
PKM	186	0.478494623655914	0.263440860215054	Down	0.026	0.0728043478260869	0.002	0.0023452380952381	0.790391633217826	-0.782144285178773	-1	37.7407721588152
EFTUD2	196	0.510204081632653	0.301020408163265	Down	0.027	0.0735281690140845	0.001	0.00140714285714286	0.796522198875507	-0.795677468138335	-1	37.890742704988
XRCC5	190	0.463157894736842	0.294736842105263	Down	0.027	0.0735281690140845	0.001	0.00140714285714286	0.975796062121131	-0.975051828331782	-1	46.4673693683472
PA2G4	193	0.383419689119171	0.22279792746114	Down	0.033	0.0865202702702703	0.001	0.00140714285714286	1.00273232093932	-0.984931160834387	-1	44.7655218829672
SART3	187	0.294117647058824	0.390374331550802	Up	0.033	0.0865202702702703	0.001	0.00140714285714286	1.05749442049345	1.10524603752261	1	47.2220711662601
GPKOW	196	0.545918367346939	0.173469387755102	Down	0.033	0.0865202702702703	0.006	0.006	0.81247745511729	-0.808414375239	-1	36.2309613368331
AKAP8	192	0.458333333333333	0.307291666666667	Down	0.036	0.0924939024390244	0.001	0.00140714285714286	0.774730457487414	-0.739059318971472	-1	33.589621342247
PARN	187	0.379679144385027	0.288770053475936	Down	0.039	0.0924939024390244	0.002	0.0023452380952381	0.952112977897772	-0.917495293067862	-1	41.3296779527646
PPIG	199	0.552763819095477	0.21105527638191	Down	0.038	0.0924939024390244	0.004	0.00400872093023256	0.938529651796526	-0.946993799068903	-1	40.7369717901757
DDX27	188	0.297872340425532	0.398936170212766	Up	0.039	0.0924939024390244	0.001	0.00140714285714286	1.08463826644438	1.08103357367867	1	47.1123967533711
EIF4G1	188	0.281914893617021	0.404255319148936	Up	0.038	0.0924939024390244	0.002	0.0023452380952381	1.01603646433088	1.11385274691253	1	44.1189685919395
G3BP1	197	0.360406091370558	0.34010152284264	Down	0.039	0.0924939024390244	0.001	0.00140714285714286	0.774319407711178	-0.716785641348157	-1	33.5716852540098
SRSF5	194	0.479381443298969	0.237113402061856	Down	0.039	0.0924939024390244	0.005	0.005	0.883198325895124	-0.894057812233362	-1	38.3225986387451
RBM22	194	0.474226804123711	0.278350515463918	Down	0.038	0.0924939024390244	0.001	0.00140714285714286	0.703494706436941	-0.639209343123087	-1	30.4812612594843
SF3A3	197	0.446700507614213	0.274111675126904	Down	0.041	0.0949821428571429	0.004	0.00400872093023256	0.757325489889984	-0.802427551857396	-1	32.4616655065127
CKAP4	195	0.487179487179487	0.256410256410256	Down	0.041	0.0949821428571429	0.004	0.00400872093023256	0.902986864787654	-0.887014008581883	-1	38.7467005670208
NONO	196	0.520408163265306	0.229591836734694	Down	0.042	0.0961823529411765	0.002	0.0023452380952381	0.977305548162995	-1.04579761609744	-1	41.7284856382627
SUB1	195	0.533333333333333	0.21025641025641	Down	0.046	0.0995944444444445	0.003	0.00321895424836601	0.727975553028984	-0.700234064359554	-1	30.5625638063058
EIF3G	192	0.484375	0.322916666666667	Down	0.045	0.0995944444444445	0.003	0.00321895424836601	1.09372255136308	-1.2037275745239	-1	46.0260303830668
CSTF2T	195	0.543589743589744	0.256410256410256	Down	0.044	0.0995944444444445	0.002	0.0023452380952381	0.957621875103993	-1.02117734067044	-1	40.2718115706284
SERBP1	181	0.331491712707182	0.353591160220994	Up	0.046	0.0995944444444445	0.001	0.00140714285714286	0.818282707905661	0.937160811518208	1	34.3806721638275
NUSAP1	195	0.512820512820513	0.241025641025641	Down	0.046	0.0995944444444445	0.004	0.00400872093023256	0.808819041298069	-0.896404600316995	-1	33.9805565293953
EIF2S2	185	0.486486486486487	0.259459459459459	Down	0.05	0.100530927835052	0.004	0.00400872093023256	0.836858712441907	-0.666535740722095	-1	35.0224914179034
IGF2BP3	191	0.460732984293194	0.319371727748691	Down	0.05	0.100530927835052	0.001	0.00140714285714286	0.839532271327676	-0.943475914573406	-1	35.1350685407804
U2AF1	182	0.417582417582418	0.247252747252747	Down	0.049	0.100530927835052	0.001	0.00140714285714286	0.867605485717177	-0.811456601339233	-1	36.317163957755
DHX30	197	0.477157360406091	0.248730964467005	Down	0.047	0.100530927835052	0.003	0.00321895424836601	0.726472564351617	-0.670356181211934	-1	30.374396691572
AUH	191	0.507853403141361	0.287958115183246	Down	0.049	0.100530927835052	0.002	0.0023452380952381	0.946425362179317	-0.953539930089677	-1	39.6360790431342
HNRNPL	189	0.46031746031746	0.275132275132275	Down	0.049	0.100530927835052	0.005	0.005	0.796751224477443	-0.777496342257321	-1	33.3336617366508
AARS	190	0.421052631578947	0.284210526315789	Down	0.049	0.100530927835052	0.002	0.0023452380952381	0.745535549412967	-0.670838753115684	-1	31.1770930612226
TFIP11	196	0.443877551020408	0.26530612244898	Down	0.051	0.101515306122449	0.005	0.005	0.819409086020196	-0.802152932968245	-1	34.1413805888684
RBM34	191	0.471204188481675	0.204188481675393	Down	0.053	0.104469696969697	0.003	0.00321895424836601	0.764066023885424	-0.655486714295647	-1	31.4191411925301
HNRNPUL1	184	0.396739130434783	0.21195652173913	Down	0.056	0.105129807692308	0.005	0.005	0.978239843361807	-0.981123589558054	-1	40.1736757429842
SF3B4	189	0.507936507936508	0.285714285714286	Down	0.056	0.105129807692308	0.001	0.00140714285714286	0.911355575836089	-1.00799037181535	-1	37.412177134335
NOL12	196	0.326530612244898	0.403061224489796	Up	0.055	0.105129807692308	0.002	0.0023452380952381	0.919477899656814	1.03073416318225	1	37.747529329398
SRP68	192	0.489583333333333	0.239583333333333	Down	0.055	0.105129807692308	0.006	0.006	0.668513121747103	-0.598310587060938	-1	27.3857669799614
TIA1	196	0.525510204081633	0.209183673469388	Down	0.056	0.105129807692308	0.004	0.00400872093023256	0.722277689906707	-0.674049018124551	-1	29.6055831738112
HNRNPA0	189	0.354497354497354	0.343915343915344	Down	0.057	0.106004761904762	0.001	0.00140714285714286	0.85290277917677	-0.836346592423214	-1	34.8692252546838
PRPF6	193	0.404145077720207	0.316062176165803	Down	0.058	0.10686320754717	0.001	0.00140714285714286	0.849844336731294	-0.767324168761212	-1	34.6177764156979
IGF2BP2	193	0.461139896373057	0.238341968911917	Down	0.06	0.109546728971963	0.005	0.005	0.860207671961223	-0.989168976898772	-1	34.6515022590186
SF1	188	0.297872340425532	0.335106382978723	Up	0.063	0.11400462962963	0.003	0.00321895424836601	1.00045249514181	-0.909218583080672	-1	39.6046523445161
MATR3	192	0.4375	0.276041666666667	Down	0.069	0.123802752293578	0.001	0.00140714285714286	0.838286150167421	-0.912053968517213	-1	31.8832011383134
NPM1	188	0.382978723404255	0.202127659574468	Down	0.071	0.126259090909091	0.001	0.00140714285714286	0.758189581084821	-0.758496634447686	-1	28.5431955351035
PES1	194	0.391752577319588	0.293814432989691	Down	0.08	0.139834821428571	0.002	0.0023452380952381	0.893422122401028	-1.04381671713082	-1	32.0002995841914
DAZAP1	190	0.236842105263158	0.463157894736842	Up	0.08	0.139834821428571	0.001	0.00140714285714286	1.12750466973597	1.28020050184523	1	40.4410831718527
PABPC4	195	0.451282051282051	0.246153846153846	Down	0.083	0.142565789473684	0.002	0.0023452380952381	0.862372590270314	-0.908248285154771	-1	30.57495718299
TRIM56	195	0.451282051282051	0.282051282051282	Down	0.083	0.142565789473684	0.005	0.005	0.955900394149674	-0.967814907466881	-1	33.9143193148775
APOBEC3C	183	0.306010928961749	0.39344262295082	Up	0.084	0.143039130434783	0.001	0.00140714285714286	0.915395021787241	1.08496890258464	1	32.4124808287511
MAGOH	183	0.426229508196721	0.366120218579235	Down	0.087	0.146900862068965	0.005	0.005	1.21333004613759	-1.13660892125519	-1	42.4395445005128
EIF2S1	198	0.45959595959596	0.267676767676768	Down	0.089	0.14901282051282	0.003	0.00321895424836601	0.682906339532907	-0.684371776352354	-1	23.6135884699315
SRFBP1	195	0.482051282051282	0.241025641025641	Down	0.09	0.149419491525424	0.003	0.00321895424836601	0.838181088083924	-0.766641057677201	-1	28.9898446753297
HNRNPU	195	0.430769230769231	0.353846153846154	Down	0.095	0.156441176470588	0.004	0.00400872093023256	0.769902287443078	-0.7840542326267	-1	25.9627047004068
SSB	189	0.285714285714286	0.402116402116402	Up	0.103	0.168270833333333	0.004	0.00400872093023256	0.788512764909703	0.877698817261143	1	25.5419646079324
HNRNPAB	185	0.362162162162162	0.351351351351351	Down	0.108	0.175020661157025	0.004	0.00400872093023256	0.832479928516102	-0.795408851862977	-1	26.3780827272179
TUFM	194	0.371134020618557	0.242268041237113	Down	0.111	0.178430327868852	0.002	0.0023452380952381	1.00003576910421	-0.872497836218513	-1	31.3770187013564
QKI	196	0.5	0.23469387755102	Down	0.12	0.188468503937008	0.011	0.011	0.649595155438901	-0.647224984759586	-1	19.654393819659
SAFB2	187	0.336898395721925	0.417112299465241	Up	0.121	0.188468503937008	0.002	0.0023452380952381	0.788320018436711	0.893067666922914	1	23.8977504619543
EIF4B	197	0.451776649746193	0.309644670050761	Down	0.122	0.188468503937008	0.001	0.00140714285714286	0.658210940172335	-0.612604401313253	-1	19.9179359604631
GRSF1	192	0.411458333333333	0.338541666666667	Down	0.119	0.188468503937008	0.006	0.006	1.00800034659457	-1.056698059644	-1	30.6173965263012
METAP2	192	0.484375	0.265625	Down	0.122	0.188468503937008	0.001	0.00140714285714286	0.814232858193107	-0.862879910044572	-1	24.6903799756903
HLTF	192	0.442708333333333	0.291666666666667	Down	0.132	0.20238671875	0.001	0.00140714285714286	0.83247523390216	-0.824807234771392	-1	24.1612137474125
SMNDC1	196	0.423469387755102	0.306122448979592	Down	0.136	0.206926356589147	0.003	0.00321895424836601	0.732767687529092	-0.727571729510128	-1	20.9436061516844
EXOSC9	193	0.378238341968912	0.290155440414508	Down	0.146	0.220488461538462	0.002	0.0023452380952381	0.650222803195316	-0.606512184873772	-1	17.8034712733864
FIP1L1	188	0.409574468085106	0.313829787234043	Down	0.148	0.221812977099237	0.001	0.00140714285714286	0.75220538548553	-0.694830340383358	-1	20.5470543078375
CCAR1	190	0.431578947368421	0.236842105263158	Down	0.152	0.226102272727273	0.003	0.00321895424836601	0.633415525640068	-0.664820272520798	-1	17.0458050514938
EIF4G2	182	0.346153846153846	0.417582417582418	Up	0.161	0.235958955223881	0.002	0.0023452380952381	0.955471382700691	-0.74795151810426	-1	25.074966173052
RRP9	188	0.292553191489362	0.372340425531915	Up	0.16	0.235958955223881	0.001	0.00140714285714286	0.95810207087527	1.03935805337069	1	25.1445984275578
TIAL1	188	0.372340425531915	0.303191489361702	Down	0.168	0.244425925925926	0.004	0.00400872093023256	0.857038566613833	-0.834457638963582	-1	21.9157193847325
CPSF7	176	0.272727272727273	0.380681818181818	Up	0.17	0.245525735294118	0.001	0.00140714285714286	1.04865715168031	-0.921532195561819	-1	26.7775992184075
RECQL	195	0.466666666666667	0.225641025641026	Down	0.177	0.253799270072993	0.005	0.005	0.777846269318463	-0.699311850152163	-1	19.3342111980143
CNOT7	192	0.380208333333333	0.270833333333333	Down	0.199	0.283365942028986	0.003	0.00321895424836601	0.69920252017477	-0.728037633171697	-1	15.9453871848283
GRWD1	194	0.365979381443299	0.319587628865979	Down	0.209	0.2955	0.004	0.00400872093023256	1.1549823414427	-1.05825629466004	-1	25.5923928376149
CPSF6	196	0.448979591836735	0.26530612244898	Down	0.211	0.296203571428571	0.006	0.006	0.723719498743197	-0.734641664216087	-1	15.924306270284
SMN1	179	0.396648044692737	0.301675977653631	Down	0.218	0.297552083333333	0.002	0.0023452380952381	0.792588753432582	-0.834738303771887	-1	17.3941945340484
YBX3	188	0.25531914893617	0.425531914893617	Up	0.216	0.297552083333333	0.001	0.00140714285714286	1.32995061163156	1.37929158598097	1	29.3333478974934
PCBP1	196	0.295918367346939	0.428571428571429	Up	0.218	0.297552083333333	0.002	0.0023452380952381	0.934056737032231	0.979005197039793	1	20.5373427244957
PSIP1	187	0.422459893048128	0.283422459893048	Down	0.217	0.297552083333333	0.004	0.00400872093023256	0.760214635563792	-0.816989519896817	-1	16.6749035156326
ADAR	174	0.275862068965517	0.35632183908046	Up	0.226	0.306368965517241	0.001	0.00140714285714286	0.946907785684911	1.06363365421245	1	20.3160551560994
UPF2	182	0.324175824175824	0.373626373626374	Up	0.231	0.311017123287671	0.001	0.00140714285714286	1.01659793565758	-0.933395201638365	-1	21.5465572653311
EWSR1	192	0.4375	0.296875	Down	0.25	0.334363945578231	0.002	0.0023452380952381	0.658882855729681	-0.543508385330144	-1	13.0148547015299
MTPAP	187	0.406417112299465	0.342245989304813	Down	0.255	0.336486577181208	0.002	0.0023452380952381	0.885138660603055	-0.71835851416827	-1	17.4554371864032
ZRANB2	184	0.364130434782609	0.342391304347826	Down	0.254	0.336486577181208	0.002	0.0023452380952381	0.858968284302068	0.733939607727019	1	16.9329676084764
SBDS	187	0.406417112299465	0.240641711229947	Down	0.273	0.357883333333333	0.002	0.0023452380952381	0.886458730624945	-0.76579830896255	-1	16.4801143392706
DDX55	192	0.270833333333333	0.4375	Up	0.275	0.358122516556291	0.003	0.00321895424836601	0.769595545544926	0.805825755835408	1	14.2696672487542
KIF1C	195	0.4	0.292307692307692	Down	0.278	0.359654605263158	0.002	0.0023452380952381	0.91530679647625	-0.766173531554495	-1	16.9406151008038
PPIL4	193	0.326424870466321	0.336787564766839	Down	0.281	0.361166666666667	0.001	0.00140714285714286	0.896786307943631	-0.954503284379961	-1	16.5245113941308
CELF1	189	0.365079365079365	0.328042328042328	Down	0.307	0.392081168831169	0.001	0.00140714285714286	0.903858894320079	-0.72329546353336	-1	15.2958927061964
RBM25	192	0.427083333333333	0.28125	Down	0.327	0.412310897435897	0.002	0.0023452380952381	0.753961898139761	-0.752863162042257	-1	12.0282019005107
RBFOX2	183	0.404371584699454	0.256830601092896	Down	0.325	0.412310897435897	0.002	0.0023452380952381	0.734521410287414	-0.798250674685216	-1	11.7125019592365
SUPT6H	192	0.286458333333333	0.395833333333333	Up	0.366	0.45862101910828	0.001	0.00140714285714286	1.14926147790397	1.24126105182873	1	16.2052844746396
DNAJC21	190	0.389473684210526	0.373684210526316	Down	0.39	0.485642405063291	0.001	0.00140714285714286	0.845198321067203	-0.760560998294089	-1	10.9738813362936
SF3B1	185	0.340540540540541	0.318918918918919	Down	0.405	0.498040625	0.001	0.00140714285714286	0.950446834193906	-0.806563447882128	-1	11.9280887373164
DDX28	189	0.391534391534392	0.328042328042328	Down	0.405	0.498040625	0.002	0.0023452380952381	0.717219803708924	-0.582343317556932	-1	8.94818570757247
GTF2F1	184	0.277173913043478	0.315217391304348	Up	0.41	0.499188271604938	0.002	0.0023452380952381	0.841562019538849	-0.632392990505647	-1	10.5013817956938
SSRP1	196	0.285714285714286	0.397959183673469	Up	0.411	0.499188271604938	0.002	0.0023452380952381	0.98418841854587	1.16220026513713	1	12.3176784947249
GEMIN5	193	0.404145077720207	0.336787564766839	Down	0.472	0.569849693251534	0.004	0.00400872093023256	0.80100875091999	-0.730605347195154	-1	8.04122551473112
XPO5	191	0.345549738219895	0.282722513089005	Down	0.522	0.622639393939394	0.005	0.005	0.946600752887651	-0.949066243070921	-1	8.00483128283107
DNAJC2	187	0.213903743315508	0.358288770053476	Up	0.519	0.622639393939394	0.016	0.016	1.29467230234761	1.31457721788266	1	11.0275445323876
RPS10	187	0.363636363636364	0.315508021390374	Down	0.538	0.635236526946108	0.003	0.00321895424836601	0.823503720982397	-0.678248391589101	-1	6.63350035647433
ILF3	194	0.407216494845361	0.262886597938144	Down	0.539	0.635236526946108	0.005	0.005	0.929029068701913	-0.800597601468813	-1	7.51115883858641
STIP1	190	0.336842105263158	0.310526315789474	Down	0.547	0.64083630952381	0.003	0.00321895424836601	0.864431164147658	-0.751836807250148	-1	6.83483510983778
TAF15	192	0.3125	0.3125	Up	0.551	0.641707100591716	0.001	0.00140714285714286	0.9788278950682	-0.941432734023343	-1	7.74351175995742
G3BP2	194	0.38659793814433	0.293814432989691	Down	0.563	0.644258720930233	0.001	0.00140714285714286	0.888228573166196	-0.736634716301097	-1	6.94221520923981
PUM1	192	0.296875	0.369791666666667	Up	0.561	0.644258720930233	0.004	0.00400872093023256	1.06406119746403	1.31741092384711	1	8.35916990435763
CSTF2	183	0.371584699453552	0.284153005464481	Down	0.563	0.644258720930233	0.002	0.0023452380952381	0.933182809177059	-0.927526579791438	-1	7.30448083562967
LARP7	194	0.34020618556701	0.211340206185567	Down	0.578	0.657615606936416	0.005	0.005	0.878802150490264	-0.874951189389943	-1	6.53571725094504
EEF2	194	0.324742268041237	0.402061855670103	Up	0.615	0.687821022727273	0.001	0.00140714285714286	1.06494306038577	-0.852690648101914	-1	7.08914243895339
NCBP2	188	0.345744680851064	0.281914893617021	Down	0.613	0.687821022727273	0.002	0.0023452380952381	0.843441854267298	-0.791265995606177	-1	5.56980106700512
