NGenes	PropDown	PropUp	Direction	p.value	p.adj	PValue.Mixed	FDR.Mixed	avg.logfc	avg.logfc.dir	direction	significance
RRP9	188	0.281914893617021	0.340425531914894	Up	0.001	0.0985	0.006	0.00742123287671233	0.712480419517798	0.878547951017631	1	100
EEF2	194	0.247422680412371	0.376288659793814	Up	0.007	0.213416666666667	0.002	0.00347647058823529	0.79625686284364	0.971163442453474	1	74.4376522584826
PABPC1	180	0.372222222222222	0.233333333333333	Down	0.005	0.213416666666667	0.001	0.00240243902439024	0.686857962094181	-0.62120593434536	-1	64.1901588785547
YBX3	188	0.25531914893617	0.414893617021277	Up	0.004	0.213416666666667	0.009	0.0100269461077844	0.923347062206694	0.996971712292595	1	86.3423054835569
HNRNPAB	185	0.254054054054054	0.302702702702703	Up	0.003	0.213416666666667	0.003	0.00469047619047619	0.795082669897955	0.996524185299611	1	74.3276645496918
RBM17	186	0.21505376344086	0.408602150537634	Up	0.006	0.213416666666667	0.005	0.00666541353383459	0.83057501034507	0.959512494404591	1	77.652263986051
MSI2	193	0.409326424870466	0.186528497409326	Down	0.016	0.277590909090909	0.001	0.00240243902439024	0.749122943313956	-0.670672816847495	-1	58.078257864566
AKAP1	195	0.251282051282051	0.343589743589744	Up	0.012	0.277590909090909	0.002	0.00347647058823529	0.814627066667944	1.02688278386626	1	63.1696638731421
SF1	188	0.281914893617021	0.228723404255319	Down	0.011	0.277590909090909	0.001	0.00240243902439024	0.841944002910765	-0.844633869646407	-1	65.2929136198943
SNRNP200	195	0.323076923076923	0.251282051282051	Down	0.016	0.277590909090909	0.002	0.00347647058823529	0.703394416401825	-0.694696434815241	-1	54.523939681792
EIF4A3	188	0.308510638297872	0.335106382978723	Up	0.015	0.277590909090909	0.002	0.00347647058823529	0.833935043036276	0.922195814761573	1	64.6704052289789
RPS19	184	0.396739130434783	0.244565217391304	Down	0.02	0.288464285714286	0.005	0.00666541353383459	0.777573845515969	-0.712796867024452	-1	58.4777018384153
FMR1	187	0.32620320855615	0.213903743315508	Down	0.021	0.288464285714286	0.008	0.00912037037037037	0.601251464541154	-0.588010276352373	-1	45.183656953506
RBM34	191	0.37696335078534	0.12565445026178	Down	0.021	0.288464285714286	0.002	0.00347647058823529	0.662584961852685	-0.589469895801631	-1	49.8079721521785
DDX3X	188	0.48936170212766	0.159574468085106	Down	0.032	0.2955	0.006	0.00742123287671233	0.900138736181632	-0.877744063980779	-1	66.4031163924002
SRSF1	194	0.38659793814433	0.216494845360825	Down	0.027	0.2955	0.001	0.00240243902439024	0.618049259407811	-0.529064913882414	-1	45.5468927168849
CPSF7	176	0.227272727272727	0.352272727272727	Up	0.026	0.2955	0.006	0.00742123287671233	1.01312169204319	1.13809193155439	1	74.7564864858859
DHX30	197	0.299492385786802	0.233502538071066	Down	0.034	0.2955	0.002	0.00347647058823529	0.637681752397512	-0.570827786835426	-1	46.998416785716
PTBP1	194	0.417525773195876	0.15979381443299	Down	0.033	0.2955	0.001	0.00240243902439024	0.638612131526896	-0.616547004380108	-1	47.067204162854
