NGenes	PropDown	PropUp	Direction	p.value	p.adj	PValue.Mixed	FDR.Mixed	avg.logfc	avg.logfc.dir	direction	significance
KHDRBS1	192	0.34375	0.453125	Up	0.259	0.388736641221374	0.001	0.001	0.924934232993529	0.991150362491139	1	8.99073687760622
EIF4G1	188	0.313829787234043	0.398936170212766	Up	0.267	0.397731060606061	0.001	0.001	1.41281173773524	1.39727894811117	1	13.407480869239
RCC2	190	0.442105263157895	0.373684210526316	Down	0.281	0.415477443609023	0.001	0.001	0.932803344608117	-0.989125233600589	-1	8.42794113771254
DDX6	187	0.385026737967914	0.486631016042781	Up	0.301	0.438507407407407	0.001	0.001	1.1249119314242	1.02530266352954	1	9.54122497772861
DDX55	192	0.322916666666667	0.473958333333333	Up	0.301	0.438507407407407	0.002	0.002	1.32776095640198	1.22831279967759	1	11.2642552751583
CSTF2T	195	0.476923076923077	0.384615384615385	Down	0.326	0.471496323529412	0.002	0.002	1.21652893065981	-0.93470943312227	-1	9.41023042139186
RECQL	195	0.343589743589744	0.466666666666667	Up	0.34	0.488186131386861	0.001	0.001	0.896501030810324	0.866533343526757	1	6.60972298048391
CNOT7	192	0.375	0.453125	Up	0.344	0.490358695652174	0.001	0.001	1.18605756807969	1.29860104700642	1	8.69480494997751
PABPC4	195	0.369230769230769	0.497435897435897	Up	0.358	0.506672661870504	0.001	0.001	1.13927952985131	1.25348056456373	1	7.96714492629464
IGF2BP3	191	0.408376963350785	0.486910994764398	Up	0.361	0.507275	0.001	0.001	1.06772457493908	1.02923029889121	1	7.45280394239619
BCCIP	181	0.359116022099448	0.469613259668508	Up	0.367	0.512060283687943	0.002	0.002	1.2330997437502	1.3443766120753	1	8.49000311105319
NUSAP1	195	0.384615384615385	0.456410256410256	Up	0.378	0.523714788732394	0.001	0.001	0.942009572085705	0.954598935521343	1	6.26409202967855
SUGP2	189	0.243386243386243	0.455026455026455	Up	0.409	0.562758741258741	0.002	0.002	1.5789631714435	1.44190598434185	1	9.33926591251227
KRR1	191	0.366492146596859	0.413612565445026	Up	0.416	0.565865517241379	0.001	0.001	1.55140685697735	-1.23229444029314	-1	9.08802649334842
UBE2L3	194	0.402061855670103	0.355670103092784	Down	0.417	0.565865517241379	0.001	0.001	0.866626781003204	-0.927283696404383	-1	5.07047936067796
BCLAF1	192	0.369791666666667	0.46875	Up	0.421	0.56738698630137	0.001	0.001	1.03284266149874	1.00669633964771	1	6.0170784359816
HNRNPK	194	0.427835051546392	0.376288659793814	Down	0.428	0.572908163265306	0.001	0.001	1.33800242400523	-1.52012452633875	-1	7.66547715554898
