NGenes	PropDown	PropUp	Direction	p.value	p.adj	PValue.Mixed	FDR.Mixed	avg.logfc	avg.logfc.dir	direction	significance
DAZAP1	190	0.284210526315789	0.336842105263158	Up	0.482	0.615944805194805	0.008	0.00929245283018868	0.98935438222132	-1.17481153989882	-1	10.3927453475938
DDX19B	193	0.326424870466321	0.341968911917098	Up	0.5	0.634848387096774	0.001	0.0023452380952381	1.00697387446144	0.835945629920086	1	9.89467498708623
SND1	195	0.230769230769231	0.364102564102564	Up	0.515	0.645582802547771	0.014	0.0150254237288136	1.01982356939917	-1.33274336535128	-1	9.63857844370047
CKAP4	195	0.353846153846154	0.21025641025641	Down	0.512	0.645582802547771	0.002	0.00399324324324324	0.930715259914618	-0.983656816085154	-1	8.75179372040744
AGO1	182	0.225274725274725	0.263736263736264	Up	0.527	0.653569182389937	0.001	0.0023452380952381	1.05129186110648	0.711778650071648	1	9.65779597556161
PPIG	199	0.331658291457286	0.165829145728643	Down	0.528	0.653569182389937	0.01	0.0113424242424242	0.775532004849211	-0.774001296191583	-1	6.99060349724013
GTF2F1	184	0.255434782608696	0.266304347826087	Up	0.537	0.660565625	0.004	0.00574583333333333	1.38766130368136	-0.743491794917748	-1	12.5751855736296
DNAJC21	190	0.326315789473684	0.363157894736842	Up	0.541	0.661357142857143	0.004	0.00574583333333333	1.1928046655183	1.16462248942489	1	10.7052026665168
PABPC4	195	0.348717948717949	0.194871794871795	Down	0.545	0.662138888888889	0.007	0.00836928104575164	0.857965744078846	-0.880906412656003	-1	7.53374019340167
SRFBP1	195	0.358974358974359	0.205128205128205	Down	0.556	0.671371165644172	0.008	0.00929245283018868	0.917582976686347	-0.725911761436137	-1	7.80376023942274
NOL12	196	0.357142857142857	0.331632653061224	Down	0.564	0.676887195121951	0.002	0.00399324324324324	1.07852979747579	-1.00117616182046	-1	9.06140404045475
DNAJC2	187	0.213903743315508	0.336898395721925	Up	0.583	0.691280120481928	0.031	0.0311321243523316	0.993067236839284	-1.15748488486533	-1	7.82775348943975
FASTKD2	190	0.310526315789474	0.226315789473684	Down	0.583	0.691280120481928	0.004	0.00574583333333333	0.943988336074405	-1.11630857227591	-1	7.41566606553581
STIP1	190	0.3	0.236842105263158	Down	0.601	0.708374251497006	0.002	0.00399324324324324	0.845163114025602	-0.896455178963843	-1	6.11638332431354
RCC2	190	0.305263157894737	0.236842105263158	Down	0.618	0.724092261904762	0.002	0.00399324324324324	0.727617213194082	-0.782753845405928	-1	4.83156805272087
DDX24	197	0.309644670050761	0.279187817258883	Down	0.625	0.727967455621302	0.004	0.00574583333333333	0.778632500913713	-0.780957073518572	-1	5.11159949008961
FKBP4	197	0.258883248730964	0.350253807106599	Up	0.632	0.73179705882353	0.022	0.0226497326203209	1.13216441224966	-0.97283231929028	-1	7.52915970479125
PTBP1	194	0.304123711340206	0.371134020618557	Up	0.64	0.736733918128655	0.003	0.00487623762376238	0.776270141644797	0.773631507599419	1	4.88322045975747
SSRP1	196	0.275510204081633	0.36734693877551	Up	0.707	0.809188953488372	0.017	0.018159217877095	1.02355469445924	-1.10827788172063	-1	4.41786492219217
PABPC1	180	0.3	0.294444444444444	Up	0.729	0.829563583815029	0.001	0.0023452380952381	1.02715207314915	1.00876664828008	1	3.85430872540422
