NGenes	Direction	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
DDX24	197	Down	0.0122990859430757	0.0351147816055929	1.10142404557262	-1.13209919652831	-1	17.3383407587403
SMN1	179	Up	0.0130805226870279	0.0368123281334928	1.10047494363429	1.07835998372992	1	17.0791818192548
AKAP8	192	Down	0.0155543374285507	0.043157809484852	0.889564537164666	-0.770016371292024	-1	13.1406259253788
RBM25	192	Up	0.0164570102390947	0.0444113837959132	0.988042540227967	1.01566090480447	1	14.462517440202
SRSF5	194	Down	0.0163298830640686	0.0444113837959132	1.00471894808259	-0.96970359109986	-1	14.7066432146101
EFTUD2	196	Down	0.0173872176109294	0.0461348780196245	0.888076294600546	-0.889394033997146	-1	12.8401743004271
PRPF6	193	Up	0.017564039855187	0.0461348780196245	0.912137465996167	0.902295194803676	1	13.188099350785
EIF4G1	188	Up	0.0188993500618787	0.0489891047656592	1.17342273233698	1.37332165859973	1	16.6351818730086
PTBP1	194	Up	0.0199546396498874	0.0510527793639977	0.912078125993897	0.899823184432021	1	12.7529729595203
HNRNPUL1	184	Up	0.0202799766911235	0.0511465071323803	0.911746338900868	0.752297049293406	1	12.7404722290348
NONO	196	Up	0.0205105282409038	0.0511465071323803	0.919149218236268	-1.01303744112883	-1	12.8439294566797
CIRBP	197	Down	0.0213293542188756	0.0525235347639812	1.0631481320917	-1.0122843078013	-1	14.723584470192
FMR1	187	Down	0.0233935954880743	0.0568955347055635	0.909318293309666	-0.970471797171017	-1	12.2512222263188
UTP18	191	Down	0.0261847233803814	0.0621492832040379	0.880640896016244	-0.846168980950095	-1	11.4991905406592
AUH	191	Up	0.0260597179070822	0.0621492832040379	1.07002628320598	1.1331813480388	1	13.9724450423209
NUFIP2	182	Up	0.033877999986111	0.0794519761579032	1.0179192451248	1.17771858705892	1	12.1167325006672
PPIG	199	Up	0.0377514787806326	0.0874946037621719	1.08226195542808	-1.03181322267211	-1	12.3921806536481
DDX27	188	Up	0.0397440684725782	0.0910416452220686	1.12222558113392	1.19781511409748	1	12.640192417154
HNRNPAB	185	Up	0.042468922222517	0.0961652606647799	1.07871408498536	1.20542905667894	1	11.8724219069971
LSM11	184	Up	0.0430897547770292	0.0964622919440312	1.13931577009772	1.34440723426034	1	12.5229732185011
HNRNPA1	183	Up	0.0435848127902193	0.096474248535654	1.01890391505973	0.968071763934938	1	11.1987023462897
PNPT1	184	Up	0.0481031769538054	0.102182807368839	0.988114232301633	1.07800400073665	1	10.5932369950619
CPSF7	176	Up	0.0487572786429996	0.102182807368839	1.22200035834501	1.33003955100509	1	13.10098865819
FUBP3	187	Down	0.0484037508105119	0.102182807368839	1.24468559316091	-0.981374140202923	-1	13.3442221338151
DNAJC2	187	Down	0.0467589119597402	0.102182807368839	1.50027687772184	-1.28438041724687	-1	16.0846987913311
FTO	192	Up	0.0472748576323985	0.102182807368839	0.80847214235703	0.900045316917542	1	8.66709559690636
FXR1	189	Up	0.0506760074187369	0.103991390223866	0.924838691614284	0.976696627053698	1	9.8385175616647
EXOSC9	193	Down	0.0506667990885504	0.103991390223866	0.704670764566933	-0.645362542630749	-1	7.49601135411829
HNRNPC	196	Down	0.0544562312971899	0.110596675933468	0.834199605253135	-0.823686853334793	-1	8.63267172565315
DDX1	181	Up	0.0556587802857602	0.11188550730913	0.858753982276188	0.863835638220165	1	8.84004416701375
SLTM	186	Up	0.056450609122753	0.112331010072549	1.07960507949854	1.26973360526813	1	11.0936937607221
PARN	187	Up	0.0576642412226891	0.113598555208697	0.848732195718123	0.765238339038237	1	8.67624244451224
SF1	188	Up	0.0589594644809808	0.115000143591616	1.1218670403488	1.32451309455898	1	11.4041812704511
AARS	190	Down	0.0643987932930038	0.124378061556096	1.00835372368731	-0.654826780030343	-1	9.8785608301404
FUS	189	Down	0.0677069874637359	0.127862042325569	0.906892918624842	-0.887294165379559	-1	8.76666473085998
HNRNPA0	189	Up	0.0671370774293735	0.127862042325569	0.921095011806585	0.927925506555641	1	8.90397451112285
MAGOH	183	Up	0.0681498195136279	0.127862042325569	1.11266353526276	-1.17133052304366	-1	10.7561121871989
RRP9	188	Up	0.0727712054246192	0.135244598760849	0.914189309980439	1.09505882882043	1	8.59598930372746
RPS3A	183	Down	0.0760211586543998	0.139964189298287	1.28758977757854	-1.22502239508801	-1	11.899992769883
SRFBP1	195	Up	0.0862238283414362	0.157278649845027	0.867967815745053	0.760360707408517	1	7.54549232070984
PABPC4	195	Up	0.0924691443987459	0.16331020997755	0.983936942967491	-1.13110699733887	-1	8.37978103137995
PABPC1	180	Up	0.0927907302900887	0.16331020997755	0.854007846578631	0.971442422177458	1	7.27304050294987
RBM34	191	Down	0.0928464137943433	0.16331020997755	0.99470339648212	-0.79753729077778	-1	8.4714900540952
SUPV3L1	193	Down	0.0906675537785859	0.16331020997755	0.754245069710251	-0.723350294658583	-1	6.42325772559171
RPS19	184	Up	0.0937485891752859	0.163437805907357	1.19202851487697	-1.12367517584444	-1	10.1479360276586
SUPT6H	192	Down	0.0947707049002999	0.163770428643501	0.950255072961294	-0.770232226269672	-1	8.08030767303926
EIF4B	197	Up	0.103911367153294	0.178004689819121	0.74514511984632	-0.829760140926037	-1	6.04396108637421
PUM2	187	Up	0.106789542143659	0.181358101743973	0.877371301075548	0.942913575682497	1	7.0397442049876
UTP3	187	Up	0.111216047634205	0.18726120840973	1.09923308380644	1.30068122796722	1	8.65474582759734
RBM15	194	Down	0.113315543436495	0.189179339466013	0.840682549721594	-0.773476082340378	-1	6.57845577681242
CNOT7	192	Up	0.122663396338325	0.203064614106303	0.88037676684325	0.955710875584489	1	6.59602316965307
CPSF6	196	Up	0.129623485863843	0.212798555959809	0.78678987111197	0.876727735740759	1	5.72152677298472
SBDS	187	Up	0.135181121938242	0.220088272907717	0.841802680130232	0.766519188019958	1	5.98839635039544
