NGenes	Direction	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
G3BP1	197	Up	0.778439248519827	0.869239489770891	0.692000895929961	-0.585211097535515	-1	0.428237350663253
NELFE	193	Up	0.808464665074628	0.894732022933722	0.682834664595364	-0.609385088531967	-1	0.328411525878712
UBE2L3	194	Up	0.812979858401707	0.894732022933722	0.841785471845386	-1.08115605170389	-1	0.412367627795854
SLBP	196	Up	0.825839757229044	0.898842166707855	0.605053482482937	-0.663132204560984	-1	0.274160163289512
NPM1	188	Up	0.821313543524239	0.898842166707855	0.794034516113299	-0.76942008588289	-1	0.369864987005848
PABPC1	180	Down	0.838633178746533	0.905272727069017	0.784894851895103	-0.690913163145648	-1	0.338666428031949
RBM39	192	Up	0.840938624637716	0.905272727069017	0.679237714382238	0.667101568104666	1	0.288735624437985
ZC3H8	194	Down	0.872460048175872	0.934101247231776	0.664381833757142	-0.551637697124259	-1	0.182814455303441
PKM	186	Up	0.889426075845917	0.947118578062949	0.691373178532281	-0.624064361881063	-1	0.146116381412022
EIF4G1	188	Up	0.897163732611749	0.948457083381537	0.848906652605378	-0.869334054969004	-1	0.181066328407929
UTP3	187	Up	0.900312053768261	0.948457083381537	0.871955222509084	-0.707241015763084	-1	0.186858175151593
SUPV3L1	193	Up	0.906214047528161	0.949596634909828	0.608282023022862	-0.601705471143519	-1	0.117131702141629
PRPF8	189	Up	0.917746921629748	0.956593352174923	0.70086240644192	-0.689849591054028	-1	0.115436373398464
PA2G4	193	Down	0.924607012116487	0.958671480983936	0.738063089166238	0.882495817652583	1	0.115670013493781
EIF2S2	185	Up	0.957504815690038	0.972311591190399	0.645844960229898	-0.682361979360305	-1	0.0538594458923721
PNPT1	184	Down	0.95341336355608	0.972311591190399	0.779584191869936	-0.640213984879128	-1	0.0716915843384023
NOL12	196	Up	0.944976202292116	0.972311591190399	0.870538834144789	-0.744609538373549	-1	0.0838190338045375
FXR1	189	Down	0.954052854917985	0.972311591190399	0.605720422386169	-0.572293278707135	-1	0.0485094352400142
YBX3	188	Up	0.962815228034831	0.972515193337873	0.856135219980828	-0.636592230095051	-1	0.0810473146497122
DKC1	190	Down	0.96757856799098	0.972515193337873	0.686955675477282	-0.608745157660694	-1	0.0586579438600959
PUF60	178	Down	0.99152285182538	0.99152285182538	0.797862363851634	-0.76462183632026	-1	0
