p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
ILF3	0.00819904505324356	0.0175566508205324	0.865098191120819	-0.821640328191636	-1	7.93461394717563
LARP7	0.00819904505324356	0.0175566508205324	1.01444159519485	-1.04429815721836	-1	9.30675284356295
PES1	0.00819904505324356	0.0175566508205324	1.2209971746226	-1.34937527309932	-1	11.2045463655196
PABPC4	0.00850500802004973	0.018015984730643	0.983936942967491	-1.13110699733887	-1	8.96872350739907
SMNDC1	0.008819746313999	0.0182893686721874	0.81843353722838	-0.808916640406775	-1	7.42980891293925
HNRNPC	0.008819746313999	0.0182893686721874	0.834199605253135	-0.823686853334793	-1	7.57319937892283
ATP5C1	0.00914342200173529	0.0185696302509469	0.810181879969824	-0.742698511414406	-1	7.32675697217008
FAM120A	0.00914342200173529	0.0185696302509469	1.15350578104726	-1.21292562489489	-1	10.4373789133261
CCAR2	0.0121256767105722	0.0243750848161502	1.0447404806346	-0.907756872032175	-1	8.80596068785306
SLTM	0.0160665550051093	0.0319708215758235	1.07960507949854	1.26973360526813	1	8.43465425258276
SAFB2	0.016618928796899	0.032739289729891	0.927705100958431	0.954088579599877	1	7.19588458930996
NCBP2	0.0171852419059352	0.0335197292620716	1.13399061218462	-0.920872768146437	-1	8.73830504377075
RCC2	0.0183604650290664	0.0354608981443733	0.961136611925051	-0.927839748709006	-1	7.28124806125859
AKAP8	0.0195937705075011	0.0367616456188354	0.889564537164666	-0.770016371292024	-1	6.66518097110196
KHDRBS1	0.0195937705075011	0.0367616456188354	0.864141354462948	-0.856630698492751	-1	6.47430157979306
TAF15	0.0195937705075011	0.0367616456188354	1.2520781407356	1.40010630743323	1	9.38696355838363
MSI2	0.0202326816858625	0.0372508251599524	0.850452332543604	-0.817614308406007	-1	6.34597090869566
PUS1	0.0202326816858625	0.0372508251599524	0.951859374766015	-0.90783306815452	-1	7.10429666532537
SRSF1	0.0208866836767657	0.0380988581881744	0.941185074579944	1.04952964541033	1	6.97631946053994
NUSAP1	0.0215559634419936	0.0389589431015848	1.04708010037033	-1.0703196979559	-1	7.70965930862188
SLBP	0.0222407062983374	0.039119813756897	0.906552115390975	-0.789894078833139	-1	6.66461520053772
NONO	0.0222407062983374	0.039119813756897	0.919149218236268	-1.01303744112883	-1	6.7574151400236
GPKOW	0.0222407062983374	0.039119813756897	0.936399504863163	-0.913287137214314	-1	6.88449400686704
NUFIP2	0.0346409234833584	0.060391698462138	1.0179192451248	1.17771858705892	1	6.48039954801098
HNRNPUL1	0.0367467145818223	0.0635009015142016	0.911746338900868	0.752297049293406	1	5.69900014783466
SF3B1	0.0378317663486664	0.0648074606146721	0.999026409295534	-0.868868201852076	-1	6.19962604318133
UPF1	0.0389384720102032	0.0661282671207762	1.00337438649339	0.974862933983864	1	6.18065609734819
PUM2	0.0400669882400894	0.0663293838932572	0.877371301075548	0.942913575682497	1	5.39671170814977
DDX6	0.0400669882400894	0.0663293838932572	0.911608838568967	-1.02038733674718	-1	5.60784317570764
SART3	0.0400669882400894	0.0663293838932572	1.06410174790821	1.14925045632137	1	6.54821605582944
SSB	0.0423900559937694	0.0695903419231048	0.945008118689901	-0.683904742737725	-1	5.71072105323317
AARS	0.0435848975334508	0.0709605356536347	1.00835372368731	-0.654826780030343	-1	6.04975481950008
MATR3	0.0460418848908787	0.073741880678887	0.803666694586154	0.71429700263524	1	4.74868776893647
HLTF	0.0460418848908787	0.073741880678887	0.920822005736149	-0.920995061806817	-1	5.44293603686538
TARDBP	0.0473042915693849	0.0751527857997485	0.909697784475402	-0.913127223032393	-1	5.33782843411053
ZC3H8	0.0485894724938908	0.0765770086503719	0.817376744688315	-0.792339756103816	-1	4.75984382727872
EFTUD2	0.0512286233356739	0.0800955460089505	0.888076294600546	-0.889394033997146	-1	5.08206018229528
SF3A3	0.0525828134820826	0.0815654665824432	0.950783677462289	-0.909462226365002	-1	5.40257667737805
CPSF7	0.0667835657313613	0.102784081633423	1.22200035834501	1.33003955100509	1	6.30539068157903
UPF2	0.0777249281654774	0.118696208128675	1.01579411542756	1.0629740374436	1	4.90674754437482
PNPT1	0.0815968433722185	0.12270670339181	0.988114232301633	1.07800400073665	1	4.69803655227446
LSM11	0.0815968433722185	0.12270670339181	1.13931577009772	1.34440723426034	1	5.41903467893655
HNRNPL	0.0917673741007114	0.136955853771516	0.877928621618584	0.904771062806797	1	3.95339797991687
SUCLG1	0.0982044365318252	0.145460706742628	0.972828348030128	-0.81110775608318	-1	4.2490107103105
SUPV3L1	0.100405523881552	0.147611106004969	0.754245069710251	-0.723350294658583	-1	3.26606094516359
G3BP2	0.102634171253065	0.14866861571216	0.794628343064596	-0.699438880769639	-1	3.42877287206921
RBM22	0.102634171253065	0.14866861571216	0.822679095922406	0.835372827620429	1	3.55029534129317
KHSRP	0.10489028358421	0.150827634059047	1.03792584990784	-1.07910382329125	-1	4.44878159860751
NSUN2	0.107173758488404	0.151893744044716	0.815412481812566	-0.767715713502076	-1	3.47903898702512
TFIP11	0.107173758488404	0.151893744044716	0.920871176811999	0.969713658216997	1	3.93076664074481
DDX1	0.153978121661182	0.216669214051807	0.858753982276188	0.863835638220165	1	2.97140616868811
CSTF2	0.160105919181685	0.22369408566519	0.956646034790682	-0.842251088123115	-1	3.24231405831249
GTF2F1	0.163210797886014	0.226426247771442	1.19820821427089	-0.887531080227835	-1	4.03143781281312
PKM	0.1695008160981	0.233508117281998	1.12194349890555	0.752396591982579	1	3.6954302094684
SFPQ	0.175895507789579	0.240634826628799	0.865705052599015	0.831352330260332	1	2.7891439374829
TBRG4	0.182391978138407	0.247801515125973	0.950530246988212	-0.918505885875391	-1	3.00037767392882
CNOT7	0.188987239959806	0.248203241813878	0.88037676684325	0.955710875584489	1	2.77468034519016
UTP18	0.185677450251493	0.248203241813878	0.880640896016244	-0.846168980950095	-1	2.77551692371298
BCLAF1	0.188987239959806	0.248203241813878	0.879411965050333	-0.791675263429506	-1	2.77162452046021
RBM39	0.188987239959806	0.248203241813878	0.852894991494288	-0.801190771907022	-1	2.68763708993224
METAP2	0.188987239959806	0.248203241813878	0.885699881518576	0.859568002745275	1	2.79154029050184
DDX19B	0.192320960457374	0.24925808690857	0.772026123631387	-0.76465331949913	-1	2.42405873742492
AATF	0.192320960457374	0.24925808690857	0.917420751921132	-0.747981416918772	-1	2.88316686268662
TROVE2	0.199058621832128	0.254639925330709	0.834022085604841	0.94759921167189	1	2.57932724069062
SRFBP1	0.199058621832128	0.254639925330709	0.867967815745053	0.760360707408517	1	2.68486845863669
PABPC1	0.275446529833034	0.350083654045856	0.854007846578631	0.971442422177458	1	2.02357821563848
SERBP1	0.279611160970354	0.353098709686922	0.88734052974099	-0.827799791463167	-1	2.08580128705273
FMR1	0.304878611800681	0.382554691240345	0.909318293309666	-0.970471797171017	-1	1.97220341451043
NPM1	0.309130802042805	0.385435240521725	1.04317251275655	-0.852668906864592	-1	2.24675408365476
CCAR1	0.317664859093268	0.393584762524364	0.800488603715046	-0.925681928342505	-1	1.68280270066659
ASCC1	0.321945531812461	0.394634221041959	0.911625323162839	-0.727004817812519	-1	1.91282712947602
PA2G4	0.330531200365093	0.394634221041959	0.96464081794668	-0.803197539300692	-1	2.02486673050866
GEMIN5	0.330531200365093	0.394634221041959	1.04695998603867	-0.78294470683201	-1	2.19883486544677
PPIL4	0.330531200365093	0.394634221041959	1.113361350379	-0.912905276312783	-1	2.33916331845936
FTO	0.326234508968998	0.394634221041959	0.80847214235703	0.900045316917542	1	1.69482970683849
IGF2BP2	0.330531200365093	0.394634221041959	0.764113301273741	-0.833341883526833	-1	1.60108453144202
DHX30	0.347783416251365	0.412730921695897	0.941144889742467	-0.798623340647475	-1	1.87930063221556
ADAR	0.418009740556182	0.493101310715975	1.06357005509012	1.08539365479234	1	1.69545044344412
SMN1	0.441924504523836	0.51820909161426	1.10047494363429	1.07835998372992	1	1.63053424039911
MTPAP	0.479659093261958	0.559129238891158	0.958006165790531	1.00977361106997	1	1.25217337161488
STIP1	0.49359272481078	0.571986863457198	0.955947265837009	-0.73000646491398	-1	1.20005382423251
RBM34	0.498206896665574	0.573957652883731	0.99470339648212	-0.79753729077778	-1	1.24148731949239
XRN2	0.507386841203295	0.57445521676465	0.869586831177666	-0.881842569735356	-1	1.08188811383999
EXOSC9	0.507386841203295	0.57445521676465	0.704670764566933	-0.645362542630749	-1	0.874102782415324
DDX55	0.502805088849974	0.57445521676465	1.20832645156772	-1.17567281204289	-1	1.50868172913734
UBE2L3	0.51195170422748	0.576311347044649	0.962765886581294	-0.982287452030986	-1	1.19222952250145
TIA1	0.521029017424884	0.583197252458534	0.901579634659934	-0.800950624777916	-1	1.09124752099697
U2AF1	0.65003336397939	0.72348346160418	0.876652685816376	-0.963294535566354	-1	0.631198621182185
EIF2S2	0.662610651300377	0.726110987644431	0.748007768928762	-0.702450788457773	-1	0.530392721968586
SBDS	0.670823348991302	0.726110987644431	0.841802680130232	0.766519188019958	1	0.598623675777093
PARN	0.670823348991302	0.726110987644431	0.848732195718123	0.765238339038237	1	0.603664540488581
LIN28B	0.670823348991302	0.726110987644431	0.79839063406956	0.777806562068741	1	0.567043654307313
PSIP1	0.670823348991302	0.726110987644431	0.762127314478896	0.722355553397047	1	0.540663962144494
QKI	0.706062105716965	0.755844790671656	0.84595803873863	0.927711949484298	1	0.524479168246284
RECQL	0.702285920241616	0.755844790671656	0.776139841041512	0.74849884723894	1	0.480058770666166
TRA2A	0.709803483625667	0.755844790671656	0.805000718717154	-0.692749620568454	-1	0.498420912674253
BCCIP	0.820322332858364	0.868836019210203	0.747864241607063	0.805605108467215	1	0.225252376914215
RBFOX2	0.825991608579961	0.870162282835574	0.870552080529168	0.921813613645773	1	0.261441887684112
SUB1	0.856883774512274	0.877174191779756	0.697944655002048	-0.691597956617828	-1	0.19414782754157
DDX28	0.842089743978585	0.877174191779756	0.808265536223219	0.799797522242521	1	0.227008373712139
CPSF6	0.859228152783704	0.877174191779756	0.78678987111197	0.876727735740759	1	0.22061156036982
EIF2S1	0.86381620916382	0.877174191779756	0.700721639419097	-0.686720062337471	-1	0.19497498939562
UCHL5	0.86153884354388	0.877174191779756	0.717811059138253	-0.691574284924298	-1	0.200065301034663
EIF4B	0.86153884354388	0.877174191779756	0.74514511984632	-0.829760140926037	-1	0.208207115657461
EWSR1	0.849644886096895	0.877174191779756	0.836362979923812	0.937516206368014	1	0.235377572142917
SRP68	0.949682977708724	0.955555402521729	0.695832399234906	-0.602688638188725	-1	0.0581574354485876
DDX52	0.950704867483548	0.955555402521729	0.788664485425117	0.736708720883393	1	0.0677499579931493
PHF6	0.990934131115055	0.990934131115055	0.66398148122855	0.724993799742238	1	0
