p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
AARS	1.88355192807727e-05	0.00123686576610407	0.719105424318865	-0.787654084102071	-1	63.1426781992393
FXR1	1.79960034444851e-05	0.00123686576610407	0.710028225736385	-0.713404538816607	-1	62.3456342476003
APOBEC3C	1.3603164973693e-05	0.00123686576610407	0.958929311593107	-1.15639302871529	-1	84.2009570364371
UPF2	7.99478029122767e-05	0.00393742929342963	1.37701646843563	-1.75948738593615	-1	100
XRCC6	0.00011104246478498	0.00437507311252821	0.708907786604648	-0.739914375399851	-1	50.5015374028925
DNAJC21	0.000585885848085589	0.0106596309874384	0.783280857682454	-0.871897366631371	-1	46.6514782940444
STIP1	0.000585885848085589	0.0106596309874384	1.52392535851605	-1.59781144959957	-1	90.763574887945
HNRNPA0	0.000565892442472931	0.0106596309874384	1.1906464063574	-1.33836401969588	-1	70.9137909311488
XRCC5	0.000585885848085589	0.0106596309874384	0.849810133699123	-0.843271075499131	-1	50.613900004685
PRPF6	0.000649317623600309	0.0106596309874384	0.786408397402761	-0.901379055771098	-1	46.8377516466288
DDX55	0.000627586510500129	0.0106596309874384	1.02642251067653	-0.919604289799976	-1	61.1327686712817
LARP4	0.000565892442472931	0.0106596309874384	0.724765055287314	-0.763430715464838	-1	43.1663316081259
AKAP8	0.00290150603962176	0.0219844880694418	0.93766156908568	-0.853094063078166	-1	46.9444625657812
SF3B1	0.00235866928860924	0.0219844880694418	1.08157595440881	-1.07494201757879	-1	54.1496032020418
PRPF8	0.00265825787707532	0.0219844880694418	0.71961195359097	-0.789477688209027	-1	36.0277071504389
ADAR	0.00166771040560422	0.0219844880694418	1.7076370097582	-2.08074746370461	-1	85.4936411211827
PNPT1	0.0022880143456417	0.0219844880694418	0.761453503727258	-0.845884968874969	-1	38.122523818656
PARN	0.00250501734275622	0.0219844880694418	1.85644393960373	-2.09244589745995	-1	92.9437292744961
FIP1L1	0.00258076286097894	0.0219844880694418	1.12388035338159	-1.36660484873905	-1	56.2675926125303
PUF60	0.0018977241120263	0.0219844880694418	0.738454333386468	-0.767655367035463	-1	36.9710596585539
SF1	0.00258076286097894	0.0219844880694418	0.882657310890261	0.979494087689802	1	44.1906487965646
HNRNPL	0.00265825787707532	0.0219844880694418	0.71072426962387	-0.735633553579924	-1	35.5827411189348
SAFB2	0.00250501734275622	0.0219844880694418	0.846606149236123	-0.837666954485748	-1	42.3857306208352
RTF1	0.00281860272345587	0.0219844880694418	0.757979486749988	-0.699369677924724	-1	37.9485955429121
RAVER1	0.00273752893829351	0.0219844880694418	0.810025334652765	-0.714363441931582	-1	40.5542951248612
CCAR2	0.0018977241120263	0.0219844880694418	0.950422394270591	-1.13697532113143	-1	47.5833392137659
SNRNP200	0.00316146309734803	0.0230669714880579	1.04301179919059	-1.06607062720303	-1	51.5613890552921
EIF4G2	0.00917398321624326	0.0590097432109993	0.643426786329601	-0.662484892763279	-1	23.8815318665457
TROVE2	0.0125855540481743	0.0590097432109993	0.772755877647373	-0.691690781728917	-1	28.6817311762379
EIF2S2	0.00989419912683903	0.0590097432109993	1.0334332355707	-1.12466736649509	-1	38.357073829666
ESF1	0.0103961644877371	0.0590097432109993	0.891728521101818	-0.991919236563781	-1	33.0975389049032
RPS19	0.00964980356451807	0.0590097432109993	0.679291197695832	-0.655135543705008	-1	25.2126811147818
PUM2	0.0103961644877371	0.0590097432109993	0.863344266359774	-0.804997533021219	-1	32.0440243504391
TARDBP	0.012010344712585	0.0590097432109993	0.704976246606748	-0.699028635838467	-1	26.1660115124155
EIF3G	0.0117298033998224	0.0590097432109993	0.614420637012945	-0.611147476175067	-1	22.804934973241
DDX47	0.0125855540481743	0.0590097432109993	0.614193214741393	-0.636694320107253	-1	22.7964939317105
GTF2F1	0.00964980356451807	0.0590097432109993	1.28153342744842	-1.44456743299906	-1	47.5656003696049
NELFE	0.012010344712585	0.0590097432109993	0.778783559274088	-0.74342313067036	-1	28.9054555748924
NOL12	0.0128802992795582	0.0590097432109993	0.993763724065491	-1.05099525656903	-1	36.8846938739817
PTBP1	0.0122955820189181	0.0590097432109993	0.770677483649215	-0.862960230360044	-1	28.6045891710357
SUPV3L1	0.012010344712585	0.0590097432109993	0.904550002758269	-0.890208724320615	-1	33.5734230758149
HNRNPAB	0.00989419912683903	0.0590097432109993	0.853655114378433	-1.09807642239104	-1	31.684400230464
TFIP11	0.0128802992795582	0.0590097432109993	1.0480582407991	-1.03881656037192	-1	38.899897870926
SRSF1	0.0423569024830924	0.134585641760793	0.594255707262845	-0.635288291589886	-1	15.6306255129225
ILF2	0.0393097516500552	0.134585641760793	0.759646325547727	-0.821432584410556	-1	19.9808720249316
PABPC1	0.0322931485881027	0.134585641760793	0.696691458017561	-0.705172384348937	-1	18.3249788689161
BUD13	0.040058564352817	0.134585641760793	0.958899186213008	-0.919642213646707	-1	25.2217924054572
PA2G4	0.0415821261824693	0.134585641760793	1.10332734949034	-1.67042142065936	-1	29.0206663684947
SRP68	0.040816017854234	0.134585641760793	0.867734617877848	-0.684793896171697	-1	22.8239033986229
RBFOX2	0.0343086407172353	0.134585641760793	1.22133365939183	1.15604767647657	1	32.1245699838724
NPM1	0.0378379881053825	0.134585641760793	1.71408658771505	0.922725758916502	1	45.0853819691574
AUH	0.040058564352817	0.134585641760793	0.88505581674665	-0.965396576777354	-1	23.2795004920024
BCLAF1	0.040816017854234	0.134585641760793	0.647409424540932	-0.574616003166901	-1	17.0287203721546
