p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
ADAR	1.00455730298661e-14	1.97897788688363e-12	1.12849774344172	-1.1709535014642	-1	100
XRCC6	3.0527378442071e-08	3.00694677654399e-06	1.0174490882248	0.993243225162062	1	42.5383415347564
NOL12	2.48988280874407e-07	1.63502304440861e-05	1.07852979747579	-1.00117616182046	-1	39.086735409272
RPS19	4.49279527502581e-07	1.77016133836017e-05	1.01288345295227	1.06573130294746	1	36.4431650349422
PNPT1	4.49279527502581e-07	1.77016133836017e-05	1.10094085082772	-1.1980816432394	-1	39.6114370350118
SAFB2	5.70928268793535e-07	1.87454781587211e-05	1.04288862356632	-0.958439827600247	-1	37.3262528034785
EIF3G	8.41683264546307e-07	2.36873718736604e-05	0.981116570459349	-0.889961672886871	-1	34.3604675952406
EIF4G2	1.78053393171684e-06	4.20364850329935e-05	1.08540820992851	-1.01794425996045	-1	35.9657272382231
APOBEC3C	1.92044855480681e-06	4.20364850329935e-05	1.11144595021118	1.0678349963424	1	36.8285051832766
RBM17	2.40173189956639e-06	4.73141184214579e-05	1.01603193621256	-0.99671371727286	-1	33.2717583717429
FXR1	2.98916225661687e-06	5.35331785957749e-05	0.919898202948288	-0.973357831362658	-1	29.7501408419008
UTP3	1.09898549325498e-05	0.000180416785142693	1.0001286892051	-0.918171362587357	-1	28.3492095391502
CELF1	1.25641047697657e-05	0.000190394510741835	0.994065471453626	-1.00852644106314	-1	28.0013922704009
GRSF1	1.53026671343916e-05	0.000215330387533939	0.974549036341285	-0.998501665677584	-1	27.057239541449
DDX47	1.85596016674808e-05	0.000243749435232914	0.916941046290965	0.897132156819132	1	25.0840412840532
DNAJC21	5.25393536228292e-05	0.000646890791481084	1.1928046655183	1.16462248942489	1	28.8023697463337
PABPC1	0.000108607089279668	0.00125856450518204	1.02715207314915	1.00876664828008	1	22.5544762386015
SLTM	0.000153638569782351	0.00168148879150684	0.987024868127757	-0.877660741859737	-1	20.7330795315479
DDX27	0.000171865267290913	0.00178197145559525	1.22319793028971	-1.28556866509911	-1	25.4605928505078
GRWD1	0.000238180501416037	0.0022343599418552	0.973330872384406	-1.0955689389124	-1	19.5355882174008
RBM22	0.000238180501416037	0.0022343599418552	0.752076528872798	-0.742728444089663	-1	15.0948231407054
HNRNPM	0.000370115449549137	0.00331421561641727	1.02540595037116	-1.18849930840336	-1	19.2513941108331
HNRNPA1	0.000457347011050157	0.00375405671570337	1.12541931473847	-1.12367694494345	-1	20.6679236610321
RPS3A	0.000457347011050157	0.00375405671570337	1.0095465972489	0.946510090203984	1	18.5399625996677
PRPF8	0.00062054714983053	0.00458747963989772	0.863690014074636	-0.730628692523204	-1	15.2919495174345
SFPQ	0.000590359033680837	0.00458747963989772	1.07768009100977	-1.17308024234897	-1	19.0807225730428
AARS	0.000652027563031148	0.00458747963989772	0.889317537692176	0.866153044720225	1	15.7456942534277
XRCC5	0.000652027563031148	0.00458747963989772	0.966477802525881	-1.01916296693766	-1	17.1118451355275
PRPF6	0.000754663382133297	0.00512650642345722	0.87304383352654	0.851644643442173	1	15.1386356009209
TROVE2	0.000830374600799551	0.00545279321191705	0.911271785026774	-0.909611081091127	-1	15.6166162432133
SSRP1	0.000870559349304914	0.00553226425203445	1.02355469445924	-1.10827788172063	-1	17.4921280582814
ABCF1	0.00095583572490445	0.00588436368144302	1.06667037165828	1.24075155123205	1	18.0125403460414
SF1	0.00187796762552984	0.0112108976433145	1.31684293275364	1.17763042913152	1	19.4459885829643
IGF2BP3	0.00214323809263621	0.0124181736543922	0.866619084859092	-0.934254113846927	-1	12.5060265160153
NELFE	0.00233653959012016	0.0124404945744236	0.898155822877588	0.987105335735186	1	12.9558238629119
SUPV3L1	0.00233653959012016	0.0124404945744236	0.918424327228216	-0.881356446309462	-1	13.2481953708871
MATR3	0.00223818459273239	0.0124404945744236	0.777625974128978	-0.770269270123805	-1	11.2171907094717
SRSF1	0.00243839326610692	0.0125283977815856	0.793221670015017	0.74438893522309	1	11.4237920633276
AKAP1	0.00254383711301231	0.0125283977815856	0.872420799321467	-0.86410796733651	-1	12.5643993096934
CKAP4	0.00254383711301231	0.0125283977815856	0.930715259914618	-0.983656816085154	-1	13.4039424304044
EIF3D	0.00488959780235511	0.0234939211479014	0.886482360496686	-0.832898326757829	-1	10.9341341623343
RPS10	0.00529487437798306	0.0246573461246094	0.886605811015768	-0.88212766918508	-1	10.7947469620887
EIF4G1	0.00550722451514118	0.0246573461246094	1.05126625347903	-0.833131728976983	-1	12.7995475047561
EIF4A3	0.00550722451514118	0.0246573461246094	0.918511286150585	-0.988468367727053	-1	11.1832076810535
ILF2	0.00595205119348562	0.0254903061981884	1.10615047758981	-1.19384964371827	-1	13.3469392896537
RAVER1	0.00595205119348562	0.0254903061981884	0.911824381463487	-0.982897846508362	-1	11.0021781925516
SUCLG1	0.00642466227815365	0.02692890359141	0.922573872193675	-1.04962225053097	-1	10.9653289363074
PTBP1	0.00692621047902983	0.0284263221743516	0.776270141644797	0.773631507599419	1	9.08829018051817
CPSF6	0.00745786288811162	0.0299836528358773	0.947209540359813	-0.979545581865631	-1	10.9234605295926
CPSF7	0.00965524886199572	0.0380416805162631	1.09520958905169	-1.2714108309579	-1	11.7730097475256
PUF60	0.0104021143198601	0.040180716098283	0.951304937780317	1.01058813153765	1	10.0549756991054
SERBP1	0.0116037747017228	0.04396045415845	0.880660341546155	-0.928456740126781	-1	9.04794065681189
UPF2	0.0120267750930433	0.0447032961005571	0.946091041737307	-1.04215288578133	-1	9.66804820632965
