p.geomean	stat.mean	p.value	p.adj	set.size	avg.logfc	avg.logfc.dir	direction	significance
PARN	0.919393259023841	-1.43943720692694	0.992767553473447	1	187	1.0880213703054	-1.03408320922248	-1	0
PA2G4	0.989355117882288	-2.62675470604234	0.99999941341466	1	193	0.968503436591348	0.789317527377338	1	0
RECQL	0.999974868650818	-4.36025494342744	0.99999999999999	1	195	0.955104807707612	-0.952963476470906	-1	0
SRP68	0.99999735559878	-4.87453698507131	1	1	192	0.584653973978186	-0.623069324002839	-1	0
PHF6	0.962507851302708	-2.07615247777521	0.999972080270194	1	190	1.12618745619935	-1.02441811735057	-1	0
FUS	0.998748616368011	-3.28611347388049	0.999999974083613	1	189	0.813670090778932	-0.869921848689365	-1	0
RBFOX2	0.85512246569641	-1.08570569198701	0.971609230109908	1	183	0.890088064877892	-0.982697751538052	-1	0
AKAP1	0.94392124146246	-2.00650827524653	0.999174524268929	1	195	0.872420799321467	-0.86410796733651	-1	0
U2AF1	0.999081980385521	-3.26276600223177	0.999999983702981	1	182	0.800574492757272	-0.746715238745155	-1	0
DHX30	0.999978051280202	-4.29322784720691	0.999999999999923	1	197	0.699694298692691	0.775123713236514	1	0
NPM1	0.64987972639904	-0.46943409981902	0.772737887906866	1	188	0.83467674878875	-0.941436484860638	-1	0
NCBP2	0.985484329368733	-2.18766101889559	0.999957128294478	1	188	0.738352354381253	0.686231691155328	1	0
UBE2L3	0.998065278823596	-3.08697212360465	0.999999989353433	1	194	0.814267864885859	-0.721723569462742	-1	0
FUBP3	0.989519862343383	-2.36850597245753	0.999991904545483	1	187	1.04178705549832	-0.945356651725327	-1	0
FKBP4	0.70731273884436	-0.515182391576492	0.832482258044817	1	197	1.13216441224966	-0.97283231929028	-1	0
CPSF6	0.999981439798235	-4.35191457931979	0.999999999999982	1	196	0.947209540359813	-0.979545581865631	-1	0
RBM15	0.999806484434343	-4.00688146962964	0.999999999986173	1	194	0.746988673477902	-0.712678012578611	-1	0
CCAR1	0.999999372524004	-5.01295313192845	1	1	190	0.62803031843074	-0.638376305138343	-1	0
AUH	0.996693264816216	-2.98585536023848	0.999999973410064	1	191	0.722873911416015	-0.744908553487133	-1	0
GEMIN5	0.999988376064843	-4.34928620598812	0.999999999999982	1	193	0.817361796036555	-0.864395049252709	-1	0
NONO	0.999980565951433	-4.36350191765507	0.999999999999992	1	196	0.826811221913911	-0.798889413545951	-1	0
SMNDC1	0.999999992091635	-6.20035182939672	1	1	196	0.658155549079789	-0.762559599837817	-1	0
BCLAF1	0.999937273771283	-4.25714901539769	0.999999999999143	1	192	0.725416224598945	-0.740652458826872	-1	0
ZC3H8	0.99999935723702	-4.94940829290653	1	1	194	0.928584653535288	-1.20185564777706	-1	0
XPO5	0.987957281498087	-2.51028594724263	0.999995569962822	1	191	0.882695103777477	0.977002017352582	1	0
SF3A3	0.999994077510147	-4.78478832096711	1	1	197	0.809438409561979	-0.799383383934953	-1	0
FAM120A	0.956890476796896	-2.14157326528577	0.999988190005695	1	197	0.880072356883865	0.895500967215205	1	0
