p.geomean	stat.mean	p.value	p.adj	set.size	avg.logfc	avg.logfc.dir	direction	significance
RECQL	0.999987012806603	-4.5088232093638	0.999999999999997	1	195	0.896501030810324	0.866533343526757	1	0
SRP68	0.999957719812393	-4.06750725450302	0.999999999997163	1	192	0.876976464791477	0.955637558523743	1	0
PHF6	0.98819371824076	-2.28822329608021	0.999975220417148	1	190	1.19795025130599	1.41119839726598	1	0
FUS	0.950600575060017	-1.72605871887669	0.998198206949418	1	189	1.13806928010367	1.19196990497873	1	0
RBFOX2	0.777972296102494	-0.763226158984835	0.915529953786206	1	183	1.18668910635759	1.2456375123693	1	0
AKAP1	0.293321647420504	0.521108969533252	0.173938378932578	1	195	1.43484030245803	-1.2022916519859	-1	0
U2AF1	0.93754208662581	-1.61670370582368	0.997992538840071	1	182	1.25824572049918	1.43908155699443	1	0
DHX30	0.999575494887636	-3.41452018737399	0.999999996815241	1	197	1.07811081440756	1.06695601836783	1	0
NPM1	0.554982569225831	-0.225530348569393	0.628964689590607	1	188	1.30055392787905	-1.36196563079131	-1	0
NCBP2	0.885574068292723	-1.24980114796494	0.982880776651782	1	188	1.46974339765445	-1.40315182986024	-1	0
UBE2L3	0.999980944959551	-4.54075071408985	0.999999999999999	1	194	0.866626781003204	-0.927283696404383	-1	0
FUBP3	0.988179999459618	-2.41241395964624	0.99997660477448	1	187	1.1817122649605	1.25466293359231	1	0
FKBP4	0.482097090697297	0.0480388111898894	0.472511469510478	1	197	1.62048426171077	1.69618824272857	1	0
CPSF6	0.999542895444319	-3.35119430669145	0.999999995981171	1	196	1.00358618473236	-0.862840097070978	-1	0
RBM15	0.997290148921675	-2.85301943498421	0.999999413224733	1	194	1.06284894846861	1.1419687528455	1	0
CCAR1	0.9999938756272	-4.71792247232519	1	1	190	0.815707306190313	0.775261306752854	1	0
AUH	0.919741016896807	-1.46219077885442	0.99370847744919	1	191	1.12910706274753	-1.06890224751963	-1	0
GEMIN5	0.999958161099546	-4.0543619179309	0.999999999997662	1	193	0.889655600186392	0.830162803814088	1	0
NONO	0.994620985218891	-2.57717733670465	0.999995413523778	1	196	1.17946058969566	-1.1450450727501	-1	0
SMNDC1	0.999998229329516	-4.73375447925807	1	1	196	0.853813500801069	0.852542485515744	1	0
BCLAF1	0.999283652578946	-3.23095137135506	0.999999987011311	1	192	1.03284266149874	1.00669633964771	1	0
ZC3H8	0.999998829779069	-4.84917855031296	1	1	194	0.862653007363251	0.851688872166443	1	0
XPO5	0.998069486352438	-3.30042815273127	0.999999994734784	1	191	1.09795119616952	-1.11428336999337	-1	0
SF3A3	0.999948458719893	-3.96403932055521	0.999999999996214	1	197	0.989875392008439	0.957598725656751	1	0
FAM120A	0.998821446675094	-3.07955995450982	0.999999947017687	1	197	1.37070369384078	1.31982060908373	1	0
DKC1	0.336148403269721	0.431793215911062	0.232741435828171	1	190	1.53283709722817	-1.34403918726173	-1	0
FIP1L1	0.98866792659441	-2.27600656127289	0.999966756836836	1	188	1.12624179527926	1.13192946035835	1	0
PTBP1	0.975877892992669	-2.02477246368073	0.999793978643143	1	194	1.13614959485945	-1.13652959203678	-1	0
GRWD1	0.628260786279352	-0.409757203073775	0.724021937675442	1	194	1.45596126394456	1.59362737243434	1	0
HNRNPK	0.959530737653316	-1.80991306318813	0.999093740708056	1	194	1.33800242400523	-1.52012452633875	-1	0
PPIG	0.999288442870492	-3.6358303583781	0.999999999810663	1	199	0.956420089430597	-0.966294645330533	-1	0
SUPT6H	0.388288384621398	0.203498322562267	0.320639224295964	1	192	1.50001590017574	1.49126841386702	1	0
SFPQ	0.302991582094091	0.542167658673859	0.187772690342551	1	188	1.53749295655328	1.88742824565793	1	0
PCBP1	0.943645397426539	-1.61097609754097	0.997043796020636	1	196	1.19350378423894	1.22425485430051	1	0
EIF2S1	0.999992092530348	-4.38867168118392	0.999999999999977	1	198	0.929675916548863	0.942694895972303	1	0
HNRNPA0	0.857529924531552	-1.0489058446986	0.969290352426911	1	189	1.25710284642243	-1.15825673387294	-1	0
FMR1	0.986716432260995	-2.34753662927174	0.999967804619611	1	187	1.09292883971083	-1.2007816584755	-1	0
PPIL4	0.983724581638323	-2.13171995829776	0.999932580731533	1	193	1.13375995678448	0.862551881480441	1	0
PUF60	0.916783143836044	-1.35674998498276	0.992477759629268	1	178	1.32688112380556	-1.29465742180132	-1	0
RBM34	0.999698177286247	-3.68052042733625	0.999999999598623	1	191	0.886368504948609	-0.976485303501227	-1	0
DDX52	0.757900674733387	-0.699019417626513	0.91251164875073	1	193	1.33405164085868	1.31094706951273	1	0
KHSRP	0.996978590479177	-3.02574211236146	0.999999873427363	1	195	1.1745972146618	1.33292178332299	1	0
HNRNPL	0.930008608330522	-1.44930741563243	0.99508486117561	1	189	1.26178920583356	-1.27625754162173	-1	0
DNAJC2	0.494923850327082	-0.0517970851551507	0.502468928667236	1	187	1.69456895405828	1.98902655416576	1	0
LIN28B	0.972341793246823	-1.94964881327421	0.99960067714831	1	187	1.07761852172975	1.15247518845808	1	0
AARS	0.39338583078613	0.281788280737019	0.320580074412801	1	190	1.48671296849595	-1.37026932672916	-1	0
TUFM	0.768022235935654	-0.735437693722085	0.899388160800258	1	194	1.36224409586105	1.52338775306779	1	0
CELF1	0.723394374367714	-0.582805532290819	0.848676635967621	1	189	1.35171357556489	1.53029678261039	1	0
