logFC	AveExpr	t	p.value	p.adj	B	avg.logfc	avg.logfc.dir	direction	significance
RPS19	-0.122839818238424	1.00207637311934	-11.5230635802026	1.63170966536664e-05	0.00160723402038614	3.76851904689362	0.942944692388752	-0.996554504405676	-1	96.613996375404
EIF4A3	-0.121902506912797	1.07230352782715	-11.7115253648906	1.47702065427256e-05	0.00160723402038614	3.85956039705848	0.944199192698265	-1.02431118506361	-1	96.7434005441722
EIF4G2	-0.110618209197702	1.15623720614441	-9.00200163314467	7.29317885971554e-05	0.0020525089076628	2.3392262440141	0.905250048455408	-0.949363506401815	-1	89.17610913828
EIF3G	-0.128569580947526	1.32582159457242	-10.101409691448	3.64327374449864e-05	0.0020525089076628	3.01493977994385	0.752814297749684	-0.773474699379891	-1	74.0497839901953
ABCF1	-0.108492680314735	1.09318648480083	-9.39536978821438	5.64294697578432e-05	0.0020525089076628	2.59137214515536	0.768829980992814	-0.784621260666828	-1	75.6390334351762
HNRNPM	-0.10435938356855	0.711136268925454	-9.21867566356351	6.32460739360593e-05	0.0020525089076628	2.47961081891619	0.991990646277839	-1.0698190883455	-1	97.7834501335972
RBM17	-0.102575131868463	0.945216485442011	-9.85730940650194	4.2248338625252e-05	0.0020525089076628	2.87252376119525	1.01432795818631	-1.02983150529093	-1	100
HNRNPA1	-0.0941329063199305	0.766983576139746	-8.57030850951622	9.77629554499182e-05	0.00213992246929265	2.04807458639717	1.01861829140624	-1.10565046379107	-1	99.7445484705221
PNPT1	-0.0905036715920903	1.00167161739874	-8.62785648759713	9.39494232019507e-05	0.00213992246929265	2.0877971964952	0.915164121259711	-0.901670743074026	-1	89.5478892574716
EEF2	-0.0841286754801944	1.14166126374783	-8.14589356559118	0.000132061393664658	0.00260160945519377	1.74606031248693	0.826650851627903	-0.857517166665397	-1	78.2343897707881
DDX47	-0.0849593020499924	1.35423497451786	-7.98038734442662	0.000149030653945068	0.00266900352974348	1.62380267246267	0.781303794111118	-0.839186398641878	-1	73.5865444679704
PRPF8	-0.0856704508085959	1.3069723888819	-7.82983079245165	0.000166661085563484	0.00273601948800053	1.51031152970839	0.8483015956032	-0.93163128761559	-1	79.6153348317781
MATR3	-0.0828363287802167	1.39262730206697	-7.64038688785904	0.000192333198256817	0.002914587696661	1.36433653485714	0.825068695836772	-0.801385848731946	-1	76.5805786925099
PABPC1	-0.0863950988789751	0.934606535787958	-7.37546687164278	0.000236176489202334	0.00332334059806141	1.1540745762222	0.802825181871053	-0.763246284812013	-1	72.8089672455206
XRCC6	-0.0761770171012842	0.98445460720556	-7.21343658972618	0.000268584821921475	0.0035274139945687	1.02182754993195	0.803787706522145	-0.869681658406238	-1	72.1289812179035
RPS3A	-0.0904606654075567	0.907911644793503	-6.99256207142728	0.000321264593623286	0.00392119659504366	0.836929352329252	0.966460811019684	-1.03450194382596	-1	85.21873142647
UTP3	-0.0838443270123803	1.13104450618907	-6.92958266887693	0.000338377371145899	0.00392119659504366	0.783206186350883	0.784875051568009	-0.774384831530669	-1	69.0845948027881
HSPD1	-0.0697309720059061	1.23750029505098	-6.72076479807755	0.00040300580717227	0.00414472562424907	0.601809258427899	0.835405230460568	-0.85236615808647	-1	72.8316495966518
EIF3D	-0.0783874705513035	0.957367551367235	-6.66996141609712	0.000420784327334931	0.00414472562424907	0.556903600977783	0.766268774613938	-0.816531014836277	-1	66.7502410426933
XRCC5	-0.0831907484960179	0.927945294072664	-6.75608158550762	0.00039115011957698	0.00414472562424907	0.632846061786291	0.871400232157586	-0.925745958187406	-1	75.997856318408
APOBEC3C	-0.069604238902427	0.95471034091894	-6.55579337409818	0.000464089072048707	0.0043535974854093	0.454861678503949	0.910770816685597	-0.946658578040178	-1	78.7429931436438
FXR1	-0.0767022829318802	1.22441476966839	-6.44179204895544	0.000512456707557028	0.00458881688130611	0.351387553059547	0.800238217063558	-0.825204391526893	-1	68.4322436788347
PUF60	-0.0640793201205825	0.864453218088365	-6.01184043063638	0.000754131235359875	0.00638097570046502	-0.0535933817394314	0.854098868132372	-0.909028125929088	-1	68.5668918245319
HNRNPC	-0.0632594218007509	1.3444152865696	-5.95886945273212	0.000792014970863087	0.00638097570046502	-0.105150866323106	0.689532607761847	-0.710009508150809	-1	55.2298026547713
XRN2	-0.0737482235268578	1.08582005207363	-5.93502467835231	0.000809768489906728	0.00638097570046502	-0.128481571247687	0.692140606822637	-0.685412007780254	-1	55.441165032151
AKAP1	-0.0639820918057852	1.06239807323493	-5.85440411932878	0.000873218461255736	0.00661630911028384	-0.207930438695499	0.751512467818199	-0.842472381312135	-1	59.8164837384464
CSTF2T	-0.066101073624222	1.1245113677243	-5.26115202008665	0.00155835044348881	0.0113701865691591	-0.820368408586328	0.762270947122849	-0.723869926813373	-1	54.0642318974197
UPF1	-0.0657433926519142	1.06341706594807	-5.15739919695599	0.00173236771623945	0.0121884442892562	-0.93268557212394	0.611455023988105	-0.649409511981139	-1	42.5571334384602
